d,w,p,pg
934,2,828,465.3290137187231
935,3,764,620.6623470520564
936,4,677,698.3290137187231
937,5,641,744.9290137187231
938,6,552,775.9956803853897
939,7,241,798.186156575866
940,1,1,-0.6709862812768801
941,2,681,468.8290137187231
942,3,667,625.3290137187231
943,4,643,703.5790137187231
944,5,887,750.5290137187231
945,6,577,781.8290137187231
946,7,241,804.186156575866
947,1,1,-0.6709862812768801
948,2,675,472.3290137187231
949,3,774,629.9956803853898
950,4,662,708.8290137187231
951,5,741,756.1290137187231
952,6,663,787.6623470520565
953,7,241,810.186156575866
955,2,744,475.8290137187231
956,3,726,634.6623470520564
957,4,673,714.0790137187231
958,5,682,761.7290137187231
959,6,635,793.4956803853897
960,7,233,816.186156575866
961,1,3,-0.6709862812768801
962,2,738,479.3290137187231
963,3,726,639.3290137187231
964,4,737,719.3290137187231
965,5,691,767.3290137187231
966,6,605,799.3290137187231
967,7,221,822.186156575866
968,1,2,-0.6709862812768801
969,2,725,482.8290137187231
970,3,655,643.9956803853898
971,4,699,724.5790137187231
972,5,686,772.9290137187231
973,6,837,805.1623470520565
974,7,306,828.186156575866
975,1,1,-0.6709862812768801
976,2,809,486.3290137187231
977,3,684,648.6623470520564
978,4,722,729.8290137187231
979,5,687,778.5290137187231
980,6,7,810.9956803853897
981,7,211,834.186156575866
982,1,2,-0.6709862812768801
983,2,751,489.8290137187231
984,3,778,653.3290137187231
985,4,812,735.0790137187231
986,5,720,784.1290137187231
987,6,683,816.8290137187231
988,7,265,840.186156575866
989,1,16,-0.6709862812768801
990,2,802,493.3290137187231
991,3,866,657.9956803853898
992,4,750,740.3290137187231
993,5,720,789.7290137187231
994,6,710,822.6623470520565
995,7,286,846.186156575866
996,1,1,-0.6709862812768801
997,2,790,496.8290137187231
998,3,801,662.6623470520564
999,4,774,745.5790137187231
1000,5,733,795.3290137187231
1001,6,619,828.4956803853897
1002,7,304,852.186156575866
1003,1,2,-0.6709862812768801
1004,2,782,500.3290137187231
1005,3,724,667.3290137187231
1006,4,734,750.8290137187231
1007,5,752,800.9290137187231
1008,6,673,834.3290137187231
1009,7,296,858.186156575866
1011,2,726,503.8290137187231
1012,3,867,671.9956803853898
1013,4,722,756.0790137187231
1014,5,736,806.5290137187231
1015,6,6,840.1623470520565
1016,7,269,864.186156575866
1017,1,3,-0.6709862812768801
1018,2,733,507.3290137187231
1019,3,832,676.6623470520564
1020,4,954,761.3290137187231
1021,5,833,812.1290137187231
1022,6,869,845.9956803853897
1023,7,420,870.186156575866
1025,2,973,510.8290137187231
1026,3,1029,681.3290137187231
1027,4,957,766.5790137187231
1028,5,903,817.7290137187231
1029,6,851,851.8290137187231
1030,7,402,876.186156575866
1031,1,2,-0.6709862812768801
1032,2,992,514.3290137187231
1033,3,907,685.9956803853898
1034,4,896,771.8290137187231
1035,5,892,823.3290137187231
1036,6,1,857.6623470520565
1037,7,352,882.186156575866
1038,1,3,-0.6709862812768801
1039,2,1040,517.8290137187231
1040,3,902,690.6623470520564
1041,4,1052,777.0790137187231
1042,5,921,828.9290137187231
1043,6,949,863.4956803853897
1044,7,369,888.186156575866
1045,1,1,-0.6709862812768801
1046,2,1027,521.3290137187231
1047,3,533,695.3290137187231
1048,4,1193,782.3290137187231
1049,5,24,834.5290137187231
1050,6,1010,869.3290137187231
1051,7,407,894.186156575866
1052,1,1,-0.6709862812768801
1053,2,992,524.8290137187231
1054,3,568,699.9956803853898
1055,4,973,787.5790137187231
1056,5,1046,840.1290137187231
1057,6,910,875.1623470520565
1058,7,391,900.186156575866
1059,1,1,-0.6709862812768801
1060,2,1063,528.3290137187231
1061,3,1071,704.6623470520564
1062,4,1073,792.8290137187231
1063,5,1013,845.7290137187231
1064,6,956,880.9956803853897
1065,7,396,906.186156575866
1067,2,1098,531.8290137187231
1068,3,1167,709.3290137187231
