d,w,p,pg
934,2,828,609.7580273852432
935,3,764,610.4108732389748
936,4,677,611.0637190927063
937,5,641,611.7165649464378
938,6,552,612.3694108001692
939,7,241,125.58198394958168
940,1,1,0
941,2,681,614.3279483613638
942,3,667,614.9807942150953
943,4,643,615.6336400688269
944,5,887,616.2864859225584
945,6,577,616.9393317762899
946,7,241,126.51816487359348
947,1,1,0
948,2,675,618.8978693374845
949,3,774,619.550715191216
950,4,662,620.2035610449476
951,5,741,620.8564068986791
952,6,663,621.5092527524106
953,7,241,127.45434579760527
955,2,744,623.4677903136052
956,3,726,624.1206361673367
957,4,673,624.7734820210683
958,5,682,625.4263278747998
959,6,635,626.0791737285313
960,7,233,128.39052672161705
961,1,3,0
962,2,738,628.0377112897258
963,3,726,628.6905571434573
964,4,737,629.343402997189
965,5,691,629.9962488509204
966,6,605,630.6490947046519
967,7,221,129.32670764562883
968,1,2,0
969,2,725,632.6076322658465
970,3,655,633.260478119578
971,4,699,633.9133239733096
972,5,686,634.5661698270411
973,6,837,635.2190156807726
974,7,306,130.2628885696406
975,1,1,0
976,2,809,637.1775532419672
977,3,684,637.8303990956987
978,4,722,638.4832449494303
979,5,687,639.1360908031618
980,6,7,639.7889366568933
981,7,211,131.19906949365242
982,1,2,0
983,2,751,641.7474742180879
984,3,778,642.4003200718194
985,4,812,643.053165925551
986,5,720,643.7060117792824
987,6,683,644.3588576330139
988,7,265,132.1352504176642
989,1,16,0
990,2,802,646.3173951942085
991,3,866,646.97024104794
992,4,750,647.6230869016716
993,5,720,648.2759327554031
994,6,710,648.9287786091346
995,7,286,133.071431341676
996,1,1,0
997,2,790,650.8873161703292
998,3,801,651.5401620240607
999,4,774,652.1930078777922
1000,5,733,652.8458537315238
1001,6,619,653.4986995852553
1002,7,304,134.00761226568778
1003,1,2,0
1004,2,782,655.4572371464499
1005,3,724,656.1100830001814
1006,4,734,656.7629288539129
1007,5,752,657.4157747076445
1008,6,673,658.068620561376
1009,7,296,134.9437931896996
1011,2,726,660.0271581225705
1012,3,867,660.680003976302
1013,4,722,661.3328498300335
1014,5,736,661.9856956837651
1015,6,6,662.6385415374966
1016,7,269,135.87997411371137
1017,1,3,0
1018,2,733,664.5970790986912
1019,3,832,665.2499249524227
1020,4,954,665.9027708061542
1021,5,833,666.5556166598858
1022,6,869,667.2084625136173
1023,7,420,136.81615503772318
1025,2,973,669.1670000748119
1026,3,1029,669.8198459285434
1027,4,957,670.4726917822749
1028,5,903,671.1255376360065
1029,6,851,671.778383489738
1030,7,402,137.75233596173496
1031,1,2,0
1032,2,992,673.7369210509326
1033,3,907,674.389766904664
1034,4,896,675.0426127583955
1035,5,892,675.6954586121271
1036,6,1,676.3483044658586
1037,7,352,138.68851688574674
1038,1,3,0
1039,2,1040,678.3068420270532
1040,3,902,678.9596878807847
1041,4,1052,679.6125337345162
1042,5,921,680.2653795882478
1043,6,949,680.9182254419793
1044,7,369,139.62469780975854
1045,1,1,0
1046,2,1027,682.8767630031739
1047,3,533,683.5296088569054
1048,4,1193,684.1824547106369
1049,5,24,684.8353005643685
1050,6,1010,685.4881464181
1051,7,407,140.56087873377032
1052,1,1,0
1053,2,992,687.4466839792946
1054,3,568,688.099529833026
1055,4,973,688.7523756867575
1056,5,1046,689.405221540489
1057,6,910,690.0580673942206
1058,7,391,141.49705965778213
1059,1,1,0
1060,2,1063,692.0166049554152
1061,3,1071,692.6694508091467
1062,4,1073,693.3222966628782
1063,5,1013,693.9751425166097
1064,6,956,694.6279883703413
1065,7,396,142.4332405817939
1067,2,1098,696.5865259315359
1068,3,1167,697.2393717852674
