d,w,p,pg
934,2,828,558.2786468288967
935,3,764,548.1469857632724
936,4,677,565.2327112008405
937,5,641,561.8742529241005
938,6,552,556.008335891378
939,7,241,565.8679956399059
940,1,1,556.4366407019428
941,2,681,559.702620493005
942,3,667,553.9998286371434
943,4,643,557.5774924137982
944,5,887,566.5298861782067
945,6,577,555.0280801995682
946,7,241,563.2183301468006
947,1,1,560.0752966090553
948,2,675,566.6183786161306
949,3,774,568.339256366807
950,4,662,561.1360939701442
951,5,741,563.3603958481348
952,6,663,571.0280396090996
953,7,241,558.3764068841887
955,2,744,579.2477025953068
956,3,726,569.088003099739
957,4,673,576.0310176002431
958,5,682,574.3119021634568
959,6,635,581.980928960622
960,7,233,573.2706830275962
961,1,3,575.7837624282643
962,2,738,575.5929498585183
963,3,726,578.3727251197477
964,4,737,580.2661163154673
965,5,691,577.4332224785959
966,6,605,566.0130958535889
967,7,221,585.9747763277803
968,1,2,565.9607762670735
969,2,725,577.6202377937407
970,3,655,574.3207670345498
971,4,699,573.8944571640712
972,5,686,572.775425895811
973,6,837,588.850962579425
974,7,306,574.5564623735751
975,1,1,580.8575143226839
976,2,809,585.1947469611862
977,3,684,578.4504090358255
978,4,722,578.6786768697419
979,5,687,582.1020554696096
980,6,7,584.7576413273107
981,7,211,582.8774103381505
982,1,2,576.6564838801479
983,2,751,576.6643078890003
984,3,778,591.1809511860359
985,4,812,594.8318843624506
986,5,720,583.6394817134163
987,6,683,597.6030707632635
988,7,265,589.0068533436385
989,1,16,597.2027439318555
990,2,802,595.4192925662179
991,3,866,590.5417835278098
992,4,750,600.319487289408
993,5,720,599.2929633488905
994,6,710,583.4975252956455
995,7,286,592.9443686552167
996,1,1,598.6425210343417
997,2,790,598.0922247758225
998,3,801,598.1516570380505
999,4,774,595.1817703170797
1000,5,733,585.2001462644678
1001,6,619,586.3576757072826
1002,7,304,594.6895453477615
1003,1,2,602.8999722415513
1004,2,782,606.2766776532227
1005,3,724,592.4049644513062
1006,4,734,601.2541762708743
1007,5,752,607.1216181065955
1008,6,673,606.0527742003062
1009,7,296,594.2419839004176
1011,2,726,598.3150218737037
1012,3,867,595.293805354084
1013,4,722,596.7220718997276
1014,5,736,599.2899640690199
1015,6,6,598.8327847866822
1016,7,269,613.5412383571103
1017,1,3,597.9527842012586
1018,2,733,595.8337341431376
1019,3,832,606.2721534861236
1020,4,954,603.4873562205694
1021,5,833,605.5109000930139
1022,6,869,608.5332888678191
1023,7,420,608.708343527636
1025,2,973,621.0052156539763
1026,3,1029,603.9701884822057
1027,4,957,621.4956014551457
1028,5,903,603.944604613351
1029,6,851,613.2213888276485
1030,7,402,623.6240794295691
1031,1,2,604.2677602366166
1032,2,992,607.9508136572671
1033,3,907,610.2851334098855
1034,4,896,606.9010587386749
1035,5,892,616.4754332658918
1036,6,1,612.9302568350256
1037,7,352,614.404310608262
1038,1,3,622.6330525376796
1039,2,1040,622.4900003661572
1040,3,902,624.7328837388253
1041,4,1052,625.5786573318202
1042,5,921,621.1925721735934
1043,6,949,629.5485590588274
1044,7,369,624.9349593316178
1045,1,1,621.8782587900985
1046,2,1027,620.6945997120606
1047,3,533,625.8764943493562
1048,4,1193,633.5822553021316
1049,5,24,618.0706218769296
1050,6,1010,619.2137007526637
1051,7,407,633.2731168340052
1052,1,1,623.9415786530453
1053,2,992,624.6336105479958
1054,3,568,635.5154609907727
1055,4,973,630.9353745146087
1056,5,1046,628.9760248323324
1057,6,910,625.7786103002098
1058,7,391,639.4184051271352
1059,1,1,628.8352445524067
1060,2,1063,634.058440867374
1061,3,1071,631.6109213472778
1062,4,1073,639.547051869179
1063,5,1013,632.1032935503041
1064,6,956,627.330478073047
1065,7,396,643.370456158827
1067,2,1098,627.4257297606748
1068,3,1167,636.2006665544437
