d,w,p,pg
934,2,828,597.0572068305635
935,3,764,640.5403175220665
936,4,677,721.7852584275319
937,5,641,744.828175846277
938,6,552,779.3297992966967
939,7,241,794.8351689817081
940,1,1,272.27237810409486
941,2,681,601.6095389647228
942,3,667,645.4125271160794
943,4,643,727.2600145756576
944,5,887,750.4688635555125
945,6,577,785.2220282041123
946,7,241,800.8365282721716
947,1,1,274.3770423724135
948,2,675,606.1618710988821
949,3,774,650.2847367100926
950,4,662,732.7347707237833
951,5,741,756.1095512647481
952,6,663,791.1142571115279
953,7,241,806.8378875626352
955,2,744,610.7142032330414
956,3,726,655.1569463041055
957,4,673,738.209526871909
958,5,682,761.7502389739836
959,6,635,797.0064860189435
960,7,233,812.8392468530988
961,1,3,278.58637090905074
962,2,738,615.2665353672007
963,3,726,660.0291558981186
964,4,737,743.6842830200347
965,5,691,767.3909266832193
966,6,605,802.8987149263592
967,7,221,818.8406061435624
968,1,2,280.6910351773694
969,2,725,619.81886750136
970,3,655,664.9013654921316
971,4,699,749.1590391681605
972,5,686,773.0316143924548
973,6,837,808.7909438337747
974,7,306,824.8419654340258
975,1,1,282.795699445688
976,2,809,624.3711996355194
977,3,684,669.7735750861447
978,4,722,754.6337953162862
979,5,687,778.6723021016903
980,6,7,814.6831727411903
981,7,211,830.8433247244894
982,1,2,284.90036371400663
983,2,751,628.9235317696787
984,3,778,674.6457846801577
985,4,812,760.1085514644119
986,5,720,784.312989810926
987,6,683,820.5754016486059
988,7,265,836.844684014953
989,1,16,287.0050279823254
990,2,802,633.475863903838
991,3,866,679.5179942741707
992,4,750,765.5833076125377
993,5,720,789.9536775201616
994,6,710,826.4676305560215
995,7,286,842.8460433054165
996,1,1,289.109692250644
997,2,790,638.0281960379973
998,3,801,684.3902038681838
999,4,774,771.0580637606633
1000,5,733,795.5943652293971
1001,6,619,832.359859463437
1002,7,304,848.8474025958801
1003,1,2,291.21435651896263
1004,2,782,642.5805281721566
1005,3,724,689.2624134621968
1006,4,734,776.5328199087892
1007,5,752,801.2350529386326
1008,6,673,838.2520883708527
1009,7,296,854.8487618863437
1011,2,726,647.1328603063159
1012,3,867,694.1346230562099
1013,4,722,782.0075760569148
1014,5,736,806.8757406478683
1015,6,6,844.1443172782683
1016,7,269,860.8501211768073
1017,1,3,295.4236850555999
1018,2,733,651.6851924404752
1019,3,832,699.0068326502228
1020,4,954,787.4823322050406
1021,5,833,812.5164283571038
1022,6,869,850.0365461856838
1023,7,420,866.8514804672708
1025,2,973,656.2375245746346
1026,3,1029,703.879042244236
1027,4,957,792.9570883531662
1028,5,903,818.1571160663394
1029,6,851,855.9287750930995
1030,7,402,872.8528397577344
1031,1,2,299.63301359223726
1032,2,992,660.7898567087939
1033,3,907,708.7512518382491
1034,4,896,798.4318445012921
1035,5,892,823.797803775575
1036,6,1,861.821004000515
1037,7,352,878.8541990481979
1038,1,3,301.7376778605559
1039,2,1040,665.3421888429533
1040,3,902,713.623461432262
1041,4,1052,803.9066006494178
1042,5,921,829.4384914848106
1043,6,949,867.7132329079307
1044,7,369,884.8555583386615
1045,1,1,303.8423421288745
1046,2,1027,669.8945209771126
1047,3,533,718.495671026275
1048,4,1193,809.3813567975435
1049,5,24,835.0791791940461
1050,6,1010,873.6054618153462
1051,7,407,890.8569176291251
1052,1,1,305.94700639719315
1053,2,992,674.4468531112719
1054,3,568,723.3678806202881
1055,4,973,814.8561129456692
1056,5,1046,840.7198669032816
1057,6,910,879.4976907227618
1058,7,391,896.8582769195887
1059,1,1,308.0516706655118
1060,2,1063,678.9991852454312
1061,3,1071,728.2400902143011
1062,4,1073,820.330869093795
1063,5,1013,846.3605546125173
1064,6,956,885.3899196301775
1065,7,396,902.8596362100521
1067,2,1098,683.5515173795906
1068,3,1167,733.1122998083142
