x,F,PG
-10,77,77.10163639892806
-9.9,75.21000000000001,75.31163639892807
-9.8,73.44000000000003,73.54163639892809
-9.700000000000001,71.69000000000001,71.79163639892806
-9.600000000000001,69.96000000000002,70.06163639892807
-9.500000000000002,68.25000000000003,68.3516363989281
-9.400000000000002,66.56000000000003,66.6616363989281
-9.300000000000002,64.89000000000004,64.99163639892811
-9.200000000000003,63.24000000000005,63.34163639892811
-9.100000000000003,61.610000000000056,61.711636398928114
-9.000000000000004,60.000000000000064,60.10163639892812
-8.900000000000004,58.41000000000005,58.51163639892811
-8.800000000000004,56.84000000000006,56.94163639892812
-8.700000000000005,55.29000000000008,55.391636398928135
-8.600000000000005,53.76000000000007,53.86163639892813
-8.500000000000005,52.25000000000007,52.35163639892813
-8.400000000000006,50.76000000000009,50.86163639892815
-8.300000000000006,49.29000000000009,49.39163639892815
-8.200000000000006,47.840000000000096,47.94163639892815
-8.100000000000007,46.410000000000096,46.511636398928154
-8.000000000000007,45.0000000000001,45.10163639892816
-7.9000000000000075,43.6100000000001,43.71163639892816
-7.800000000000008,42.24000000000011,42.341636398928166
-7.700000000000008,40.890000000000114,40.99163639892817
-7.6000000000000085,39.560000000000116,39.661636398928174
-7.500000000000009,38.250000000000114,38.35163639892817
-7.400000000000009,36.96000000000012,37.06163639892818
-7.30000000000001,35.690000000000126,35.79163639892818
-7.20000000000001,34.440000000000126,34.54163639892818
-7.10000000000001,33.21000000000012,33.31163639892818
-7.000000000000011,32.00000000000013,32.101636398928186
-6.900000000000011,30.81000000000013,30.911636398928188
-6.800000000000011,29.64000000000013,29.741636398928186
-6.700000000000012,28.490000000000133,28.59163639892819
-6.600000000000012,27.360000000000134,27.461636398928192
-6.500000000000012,26.25000000000014,26.351636398928196
-6.400000000000013,25.16000000000014,25.261636398928196
-6.300000000000013,24.090000000000142,24.1916363989282
-6.2000000000000135,23.04000000000014,23.1416363989282
-6.100000000000014,22.010000000000144,22.1116363989282
-6.000000000000014,21.000000000000142,21.1016363989282
-5.900000000000015,20.010000000000144,20.1116363989282
-5.800000000000015,19.04000000000014,19.1416363989282
-5.700000000000015,18.090000000000142,18.1916363989282
-5.600000000000016,17.160000000000142,17.2616363989282
-5.500000000000016,16.250000000000146,16.351636398928203
-5.400000000000016,15.360000000000145,15.461636398928203
-5.300000000000017,14.490000000000144,14.591636398928202
-5.200000000000017,13.640000000000143,13.7416363989282
-5.100000000000017,12.810000000000144,12.911636398928202
-5.000000000000018,12.000000000000142,12.1016363989282
-4.900000000000018,11.210000000000143,11.3116363989282
-4.8000000000000185,10.44000000000014,10.541636398928198
