d,w,p,pg
934,2,828,830.4029857920505
935,3,764,831.292068217952
936,4,677,832.1811506438536
937,5,641,833.0702330697551
938,6,552,833.9593154956566
939,7,241,0
940,1,1,0
941,2,681,836.6265627733613
942,3,667,837.5156451992627
943,4,643,838.4047276251645
944,5,887,839.293810051066
945,6,577,840.1828924769675
946,7,241,0
947,1,1,0
948,2,675,842.8501397546722
949,3,774,843.7392221805736
950,4,662,844.6283046064754
951,5,741,845.5173870323769
952,6,663,846.4064694582784
953,7,241,0
955,2,744,849.0737167359831
956,3,726,849.9627991618845
957,4,673,850.8518815877862
958,5,682,851.7409640136877
959,6,635,852.6300464395891
960,7,233,0
961,1,3,0
962,2,738,855.297293717294
963,3,726,856.1863761431954
964,4,737,857.075458569097
965,5,691,857.9645409949986
966,6,605,858.8536234209
967,7,221,0
968,1,2,0
969,2,725,861.5208706986049
970,3,655,862.4099531245063
971,4,699,863.2990355504079
972,5,686,864.1881179763095
973,6,837,865.0772004022109
974,7,306,0
975,1,1,0
976,2,809,867.7444476799157
977,3,684,868.6335301058172
978,4,722,869.5226125317188
979,5,687,870.4116949576204
980,6,7,871.3007773835218
981,7,211,0
982,1,2,0
983,2,751,873.9680246612265
984,3,778,874.857107087128
985,4,812,875.7461895130297
986,5,720,876.6352719389313
987,6,683,877.5243543648327
988,7,265,0
989,1,16,0
990,2,802,880.1916016425374
991,3,866,881.0806840684389
992,4,750,881.9697664943405
993,5,720,882.858848920242
994,6,710,883.7479313461436
995,7,286,0
996,1,1,0
997,2,790,886.4151786238483
998,3,801,887.3042610497497
999,4,774,888.1933434756514
1000,5,733,889.0824259015529
1001,6,619,889.9715083274544
1002,7,304,0
1003,1,2,0
1004,2,782,892.6387556051592
1005,3,724,893.5278380310606
1006,4,734,894.4169204569623
1007,5,752,895.3060028828638
1008,6,673,896.1950853087653
1009,7,296,0
1011,2,726,898.8623325864701
1012,3,867,899.7514150123715
1013,4,722,900.6404974382732
1014,5,736,901.5295798641747
1015,6,6,902.4186622900761
1016,7,269,0
1017,1,3,0
1018,2,733,905.085909567781
1019,3,832,905.9749919936824
1020,4,954,906.8640744195841
1021,5,833,907.7531568454856
1022,6,869,908.642239271387
1023,7,420,0
1025,2,973,911.3094865490918
1026,3,1029,912.1985689749932
1027,4,957,913.0876514008949
1028,5,903,913.9767338267965
1029,6,851,914.8658162526979
1030,7,402,0
1031,1,2,0
1032,2,992,917.5330635304026
1033,3,907,918.4221459563041
1034,4,896,919.3112283822057
1035,5,892,920.2003108081074
1036,6,1,921.0893932340088
1037,7,352,0
1038,1,3,0
1039,2,1040,923.7566405117135
1040,3,902,924.645722937615
1041,4,1052,925.5348053635166
1042,5,921,926.4238877894182
1043,6,949,927.3129702153196
1044,7,369,0
1045,1,1,0
1046,2,1027,929.9802174930244
1047,3,533,930.8692999189259
1048,4,1193,931.7583823448275
1049,5,24,932.647464770729
1050,6,1010,933.5365471966305
1051,7,407,0
1052,1,1,0
1053,2,992,936.2037944743353
1054,3,568,937.0928769002367
1055,4,973,937.9819593261384
1056,5,1046,938.8710417520399
1057,6,910,939.7601241779414
1058,7,391,0
1059,1,1,0
1060,2,1063,942.4273714556462
1061,3,1071,943.3164538815475
1062,4,1073,944.2055363074493
1063,5,1013,945.0946187333508
1064,6,956,945.9837011592523
1065,7,396,0
1067,2,1098,948.650948436957
1068,3,1167,949.5400308628584
