d,w,p,pg
934,2,828,560.0132150357662
935,3,764,560.6128009191021
936,4,677,561.2123868024381
937,5,641,561.8119726857741
938,6,552,562.4115585691101
939,7,241,563.0111444524459
940,1,1,563.6107303357819
941,2,681,564.2103162191178
942,3,667,564.8099021024537
943,4,643,565.4094879857897
944,5,887,566.0090738691256
945,6,577,566.6086597524616
946,7,241,567.2082456357975
947,1,1,567.8078315191334
948,2,675,568.4074174024694
949,3,774,569.0070032858052
950,4,662,569.6065891691412
951,5,741,570.2061750524772
952,6,663,570.8057609358132
953,7,241,571.4053468191491
955,2,744,572.604518585821
956,3,726,573.2041044691568
957,4,673,573.8036903524928
958,5,682,574.4032762358288
959,6,635,575.0028621191647
960,7,233,575.6024480025006
961,1,3,576.2020338858366
962,2,738,576.8016197691725
963,3,726,577.4012056525085
964,4,737,578.0007915358443
965,5,691,578.6003774191803
966,6,605,579.1999633025163
967,7,221,579.7995491858521
968,1,2,580.3991350691882
969,2,725,580.9987209525241
970,3,655,581.5983068358601
971,4,699,582.1978927191959
972,5,686,582.7974786025319
973,6,837,583.3970644858679
974,7,306,583.9966503692037
975,1,1,584.5962362525397
976,2,809,585.1958221358757
977,3,684,585.7954080192115
978,4,722,586.3949939025475
979,5,687,586.9945797858834
980,6,7,587.5941656692194
981,7,211,588.1937515525553
982,1,2,588.7933374358912
983,2,751,589.3929233192272
984,3,778,589.9925092025632
985,4,812,590.5920950858991
986,5,720,591.191680969235
987,6,683,591.791266852571
988,7,265,592.390852735907
989,1,16,592.9904386192428
990,2,802,593.5900245025788
991,3,866,594.1896103859148
992,4,750,594.7891962692506
993,5,720,595.3887821525866
994,6,710,595.9883680359225
995,7,286,596.5879539192584
996,1,1,597.1875398025944
997,2,790,597.7871256859303
998,3,801,598.3867115692663
999,4,774,598.9862974526022
1000,5,733,599.5858833359382
1001,6,619,600.1854692192741
1002,7,304,600.78505510261
1003,1,2,601.384640985946
1004,2,782,601.9842268692819
1005,3,724,602.5838127526179
1006,4,734,603.1833986359538
1007,5,752,603.7829845192897
1008,6,673,604.3825704026257
1009,7,296,604.9821562859615
1011,2,726,606.1813280526335
1012,3,867,606.7809139359694
1013,4,722,607.3804998193053
1014,5,736,607.9800857026413
1015,6,6,608.5796715859772
1016,7,269,609.1792574693133
1017,1,3,609.7788433526491
1018,2,733,610.3784292359851
1019,3,832,610.978015119321
1020,4,954,611.5776010026569
1021,5,833,612.1771868859929
1022,6,869,612.7767727693288
1023,7,420,613.3763586526647
1025,2,973,614.5755304193366
1026,3,1029,615.1751163026726
1027,4,957,615.7747021860084
1028,5,903,616.3742880693444
1029,6,851,616.9738739526804
1030,7,402,617.5734598360162
1031,1,2,618.1730457193522
1032,2,992,618.7726316026882
1033,3,907,619.3722174860242
1034,4,896,619.97180336936
1035,5,892,620.571389252696
1036,6,1,621.170975136032
1037,7,352,621.7705610193678
1038,1,3,622.3701469027038
1039,2,1040,622.9697327860398
1040,3,902,623.5693186693757
1041,4,1052,624.1689045527116
1042,5,921,624.7684904360475
1043,6,949,625.3680763193835
1044,7,369,625.9676622027195
1045,1,1,626.5672480860553
1046,2,1027,627.1668339693913
1047,3,533,627.7664198527273
1048,4,1193,628.3660057360632
1049,5,24,628.9655916193991
1050,6,1010,629.5651775027351
1051,7,407,630.1647633860711
1052,1,1,630.7643492694069
1053,2,992,631.3639351527429
1054,3,568,631.9635210360789
1055,4,973,632.5631069194147
1056,5,1046,633.1626928027507
1057,6,910,633.7622786860866
1058,7,391,634.3618645694226
1059,1,1,634.9614504527585
1060,2,1063,635.5610363360944
1061,3,1071,636.1606222194304
1062,4,1073,636.7602081027663
1063,5,1013,637.3597939861022
1064,6,956,637.9593798694382
1065,7,396,638.5589657527742
1067,2,1098,639.758137519446
1068,3,1167,640.357723402782
