d,w,p,pg
934,2,828,634.9978818114573
935,3,764,697.6827643137495
936,4,677,742.2380089537006
937,5,641,773.7098154153485
938,6,552,797.0152089214746
939,7,241,815.0006117600213
940,1,1,-9.267337678346623
941,2,681,639.7709964173447
942,3,667,702.9104310674509
943,4,643,747.7899414061634
944,5,887,779.4891352060539
945,6,577,802.9611429118249
946,7,241,821.0734912442981
947,1,1,-9.264716975244433
948,2,675,644.5441098700644
949,3,774,708.1380971759284
950,4,662,753.3418733782421
951,5,741,785.2684546009369
952,6,663,808.9070765585968
953,7,241,827.1463704207686
955,2,744,649.3172221950852
956,3,726,713.3657626534169
957,4,673,758.8938048805244
958,5,682,791.047773608712
959,6,635,814.8530098693473
960,7,233,833.2192492961951
961,1,3,-9.259590516420937
962,2,738,654.0903334171306
963,3,726,718.5934275137366
964,4,737,764.4457359232887
965,5,691,796.8270922378398
966,6,605,820.7989428514122
967,7,221,839.292127877144
968,1,2,-9.257083092311836
969,2,725,658.8634435602079
970,3,655,723.8210917703061
971,4,699,769.9976665165159
972,5,686,802.606410496536
973,6,837,826.7448755119162
974,7,306,845.3650061699916
975,1,1,-9.254611799547893
976,2,809,663.6365526476313
977,3,684,729.048755436158
978,4,722,775.5495966698999
979,5,687,808.3857283927808
980,6,7,832.6908078577793
981,7,211,851.437884180931
982,1,2,-9.252175862748352
983,2,751,668.4096607020495
984,3,778,734.2764185239529
985,4,812,781.1015263928579
986,5,720,814.165045934326
987,6,683,838.6367398957243
988,7,265,857.5107619159799
989,1,16,-9.249774528561218
990,2,802,673.1827677454667
991,3,866,739.5040810459917
992,4,750,786.65345569454
993,5,720,819.9443631287047
994,6,710,844.5826716322837
995,7,286,863.5836393809853
996,1,1,-9.247407064886415
997,2,790,677.955873799267
998,3,801,744.731743014229
999,4,774,792.2053845838387
1000,5,733,825.7236799832376
1001,6,619,850.5286030738066
1002,7,304,869.6565165816307
1003,1,2,-9.245072760131775
1004,2,782,682.7289788842361
1005,3,724,749.9594044402847
1006,4,734,797.7573130693986
1007,5,752,831.5029965050416
1008,6,673,856.4745342264655
1009,7,296,875.7293935234408
1011,2,726,687.5020830205807
1012,3,867,755.1870653354564
1013,4,722,803.3092411596236
1014,5,736,837.2823127010357
1015,6,6,862.4204650962611
1016,7,269,881.8022702117875
1017,1,3,-9.240500879304179
1018,2,733,692.2751862279506
1019,3,832,760.4147257107294
1020,4,954,808.8611688626863
1021,5,833,843.0616285779487
1022,6,869,868.3663956890298
1023,7,420,887.8751466518951
1025,2,973,697.0482885254555
1026,3,1029,765.6423855767883
1027,4,957,814.4130961865358
1028,5,903,848.8409441423252
1029,6,851,874.3123260104476
1030,7,402,893.9480228488454
1031,1,2,-9.236053577127077
1032,2,992,701.8213899316853
1033,3,907,770.8700449440267
1034,4,896,819.9650231389046
1035,5,892,854.620259400532
1036,6,1,880.2582560660376
1037,7,352,900.0208988075823
1038,1,3,-9.233875062562843
1039,2,1040,706.5944904647266
1040,3,902,776.0977038225577
1041,4,1052,825.5169497273167
1042,5,921,860.3995743587643
1043,6,949,886.204185861173
1044,7,369,906.0937745329168
1045,1,1,-9.231725830087598
1046,2,1027,711.3675901421802
1047,3,533,781.3253622222223
1048,4,1193,831.0688759590943
1049,5,24,866.1788890230514
1050,6,1010,892.1501154010839
1051,7,407,912.1666500295305
1052,1,1,-9.229605293256817
1053,2,992,716.1406889811763
1054,3,568,786.5530201525995
1055,4,973,836.6208018413641
1056,5,1046,871.9582033992618
1057,6,910,898.0960446908609
1058,7,391,918.2395253019816
1059,1,1,-9.227512881182198
1060,2,1063,720.9137869983919
1061,3,1071,791.7806776230141
1062,4,1073,842.1727273810649
1063,5,1013,877.737517493109
1064,6,956,904.0419737354605
1065,7,396,924.3124003547076
1067,2,1098,725.6868842100635
1068,3,1167,797.0083346425458
