d,w,p,pg
806,7,179,116.04648043831911
807,1,6,123.45165796429472
808,2,470,329.71722464064607
809,3,517,466.0692685542165
810,4,530,526.507789705006
811,5,539,505.0327880930144
812,6,457,395.6442637182419
813,7,145,100.73377235681929
814,1,7,130.45165796429472
815,2,493,336.71722464064607
816,3,493,473.0692685542165
817,4,481,533.507789705006
818,5,410,512.0327880930145
819,6,2,402.6442637182419
820,7,116,108.5063871100305
821,1,1,137.45165796429472
822,2,520,343.71722464064607
823,3,518,480.0692685542165
824,4,533,540.507789705006
825,5,370,519.0327880930145
826,6,459,409.6442637182419
827,7,147,116.26607857434483
828,1,1,144.45165796429472
829,2,568,350.71722464064607
830,3,489,487.0692685542165
831,4,517,547.507789705006
832,5,478,526.0327880930145
833,6,493,416.6442637182419
834,7,168,124.01316830628053
835,1,7,151.45165796429472
836,2,572,357.71722464064607
837,3,596,494.0692685542165
838,4,620,554.507789705006
839,5,492,533.0327880930145
840,6,502,423.6442637182419
841,7,7,131.7479672821737
842,1,3,158.45165796429472
843,2,488,364.71722464064607
844,3,582,501.0692685542165
845,4,545,561.507789705006
846,5,499,540.0327880930145
847,6,511,430.6442637182419
848,7,186,139.47077632977803
849,1,1,165.45165796429472
850,2,639,371.71722464064607
851,3,9,508.0692685542165
852,4,574,568.507789705006
853,5,594,547.0327880930145
854,6,551,437.6442637182419
855,7,198,147.18188653890797
856,1,6,172.45165796429472
857,2,624,378.71722464064607
858,3,575,515.0692685542165
859,4,572,575.507789705006
860,5,531,554.0327880930145
861,6,522,444.6442637182419
862,7,166,154.8815796523029
863,1,3,179.45165796429472
864,2,588,385.71722464064607
865,3,569,522.0692685542165
866,4,517,582.507789705006
867,5,531,561.0327880930145
868,6,470,451.6442637182419
869,7,205,162.57012843781462
870,1,3,186.45165796429472
871,2,573,392.71722464064607
872,3,635,529.0692685542165
873,4,560,589.507789705006
874,5,444,568.0327880930145
875,6,371,458.6442637182419
876,7,159,170.24779704295185
877,1,3,193.45165796429472
878,2,451,399.71722464064607
879,3,467,536.0692685542165
880,4,504,596.507789705006
881,5,10,575.0327880930145
882,6,566,465.6442637182419
883,7,202,177.9148413327488
884,1,6,200.45165796429472
885,2,631,406.71722464064607
886,3,635,543.0692685542165
887,4,612,603.507789705006
888,5,553,582.0327880930145
889,6,529,472.6442637182419
890,7,229,185.57150921186684
891,1,1,207.45165796429472
892,2,639,413.71722464064607
893,3,581,550.0692685542165
894,4,497,610.507789705006
895,5,597,589.0327880930145
896,6,469,479.6442637182419
897,7,207,193.21804093178002
898,1,1,214.45165796429472
899,2,672,420.71722464064607
900,3,553,557.0692685542165
901,4,610,617.507789705006
902,5,559,596.0327880930145
903,6,449,486.6442637182419
904,7,191,200.8546693838449
905,1,3,221.45165796429472
906,2,640,427.71722464064607
907,3,591,564.0692685542165
908,4,382,624.507789705006
909,5,604,603.0327880930145
910,6,535,493.6442637182419
911,7,247,208.48162037900548
912,1,5,228.45165796429472
913,2,455,434.71722464064607
914,3,602,571.0692685542165
915,4,686,631.507789705006
916,5,631,610.0327880930145
917,6,358,500.6442637182419
918,7,288,216.09911291483866
919,1,3,235.45165796429472
920,2,339,441.71722464064607
921,3,751,578.0692685542165
922,4,703,638.507789705006
923,5,666,617.0327880930145
924,6,553,507.6442637182419
925,7,258,223.70735943060407
927,2,652,448.71722464064607
928,3,660,585.0692685542165
929,4,632,645.507789705006
930,5,675,624.0327880930145
931,6,581,514.644263718242
932,7,202,231.30656605092193
933,1,1,249.45165796429472
934,2,828,455.71722464064607
935,3,764,592.0692685542165
936,4,677,652.507789705006
937,5,641,631.0327880930145
938,6,552,521.644263718242
939,7,241,238.89693281866644
940,1,1,256.4516579642947
941,2,681,462.71722464064607
942,3,667,599.0692685542165
943,4,643,659.507789705006
944,5,887,638.0327880930145
945,6,577,528.644263718242
946,7,241,246.4786539176271
947,1,1,263.4516579642947
948,2,675,469.71722464064607
949,3,774,606.0692685542165
950,4,662,666.507789705006
951,5,741,645.0327880930145
952,6,663,535.644263718242
953,7,241,254.051917885459
955,2,744,476.71722464064607
956,3,726,613.0692685542165
957,4,673,673.507789705006
958,5,682,652.0327880930145
959,6,635,542.644263718242
960,7,233,261.61690781741225
961,1,3,277.4516579642947
962,2,738,483.71722464064607
963,3,726,620.0692685542165
964,4,737,680.507789705006
965,5,691,659.0327880930145
966,6,605,549.644263718242
967,7,221,269.17380156130343
968,1,2,284.4516579642947
969,2,725,490.71722464064607
970,3,655,627.0692685542165
971,4,699,687.507789705006
972,5,686,666.0327880930145
973,6,837,556.644263718242
974,7,306,276.7227719041647
975,1,1,291.4516579642947
976,2,809,497.71722464064607
977,3,684,634.0692685542165
978,4,722,694.507789705006
979,5,687,673.0327880930145
980,6,7,563.644263718242
981,7,211,284.2639867509825
982,1,2,298.4516579642947
983,2,751,504.71722464064607
984,3,778,641.0692685542165
985,4,812,701.507789705006
986,5,720,680.0327880930145
987,6,683,570.644263718242
988,7,265,291.7976092959142
989,1,16,305.4516579642947
990,2,802,511.71722464064607
991,3,866,648.0692685542165
992,4,750,708.507789705006
993,5,720,687.0327880930145
994,6,710,577.644263718242
995,7,286,299.32379818634905
996,1,1,312.4516579642947
997,2,790,518.717224640646
998,3,801,655.0692685542165
999,4,774,715.507789705006
1000,5,733,694.0327880930145
1001,6,619,584.644263718242
1002,7,304,306.84270768016023
1003,1,2,319.4516579642947
1004,2,782,525.717224640646
1005,3,724,662.0692685542165
1006,4,734,722.507789705006
1007,5,752,701.0327880930145
1008,6,673,591.644263718242
1009,7,296,314.3544877964757
1011,2,726,532.717224640646
1012,3,867,669.0692685542165
1013,4,722,729.507789705006
1014,5,736,708.0327880930145
1015,6,6,598.644263718242
1016,7,269,303.4885514301735
1017,1,3,333.4516579642947
1018,2,733,539.717224640646
1019,3,832,676.0692685542165
1020,4,954,736.507789705006
1021,5,833,715.0327880930145
1022,6,869,605.644263718242
1023,7,420,311.11099540622337
1025,2,973,546.717224640646
1026,3,1029,683.0692685542165
1027,4,957,743.507789705006
1028,5,903,722.0327880930145
1029,6,851,612.644263718242
1030,7,402,318.7250602126265
1031,1,2,347.4516579642947
1032,2,992,553.717224640646
1033,3,907,690.0692685542165
1034,4,896,750.507789705006
1035,5,892,729.0327880930145
1036,6,1,619.644263718242
1037,7,352,326.330913915271
1038,1,3,354.4516579642947
1039,2,1040,560.717224640646
1040,3,902,697.0692685542165
1041,4,1052,757.507789705006
1042,5,921,736.0327880930145
1043,6,949,626.644263718242
1044,7,369,333.92872011523565
1045,1,1,361.4516579642947
1046,2,1027,567.717224640646
1047,3,533,704.0692685542165
1048,4,1193,764.507789705006
1049,5,24,743.0327880930145
1050,6,1010,633.644263718242
1051,7,407,341.51863809607545
1052,1,1,368.4516579642947
1053,2,992,574.717224640646
1054,3,568,711.0692685542165
1055,4,973,771.507789705006
1056,5,1046,750.0327880930145
1057,6,910,640.644263718242
1058,7,391,349.1008229653159
1059,1,1,375.4516579642947
1060,2,1063,581.717224640646
1061,3,1071,718.0692685542165
1062,4,1073,778.507789705006
1063,5,1013,757.0327880930145
1064,6,956,647.644263718242
1065,7,396,356.6754257904183
1067,2,1098,588.717224640646
1068,3,1167,725.0692685542165
