d,w,p,pg
934,2,828,494.1871040590835
935,3,764,570.4065768116234
936,4,677,611.5660973931936
937,5,641,633.0438925465403
938,6,552,648.8803315679852
939,7,241,663.5474543933755
940,1,1,254.20700206192456
941,2,681,496.73987122527285
942,3,667,575.2199089153488
943,4,643,614.4400325411856
944,5,887,638.5593264768291
945,6,577,660.6516316439286
946,7,241,666.0155432739429
947,1,1,259.9036258915456
948,2,675,502.0347619903075
949,3,774,584.7159369340402
950,4,662,619.6002772902609
951,5,741,642.6439255915774
952,6,663,660.1444649819175
953,7,241,669.9728389458071
955,2,744,507.4122877389641
956,3,726,583.5079297429352
957,4,673,626.5965053139092
958,5,682,649.6005398365145
959,6,635,663.7695519667169
960,7,233,676.8747958244059
961,1,3,257.74848399907273
962,2,738,508.7204960310321
963,3,726,589.013648081999
964,4,737,628.3978657485969
965,5,691,652.3873586423521
966,6,605,673.7439982876484
967,7,221,681.8340618706013
968,1,2,265.34223826163276
969,2,725,512.0711976545185
970,3,655,595.1365441042731
971,4,699,633.782800383929
972,5,686,660.0944179120243
973,6,837,677.4192148955368
974,7,306,687.6385339172111
975,1,1,267.3383941868261
976,2,809,515.7344328309557
977,3,684,597.5028640254368
978,4,722,641.1086122685246
979,5,687,663.8145799480104
980,6,7,679.1850820452257
981,7,211,690.5132744784199
982,1,2,270.6626973944115
983,2,751,520.8962595779583
984,3,778,603.7861716450975
985,4,812,645.7537619206299
986,5,720,667.3338388333328
987,6,683,685.8483405940995
988,7,265,697.6190129697188
989,1,16,270.50972225873056
990,2,802,524.1671478580761
991,3,866,607.9104415194363
992,4,750,648.8882523098521
993,5,720,672.9134384230724
994,6,710,694.8173387053491
995,7,286,703.9662819666784
996,1,1,272.677847650474
997,2,790,532.3745828829386
998,3,801,617.5766519678375
999,4,774,656.7478544936864
1000,5,733,679.5245855071678
1001,6,619,693.8308924226667
1002,7,304,709.675447235541
1003,1,2,275.7610343771251
1004,2,782,532.1437386799109
1005,3,724,616.0822854690591
1006,4,734,662.437932730061
1007,5,752,686.0078799877456
1008,6,673,699.7160125392242
1009,7,296,710.7595298885801
1011,2,726,536.2045923519665
1012,3,867,620.6260937635238
1013,4,722,662.0421667813512
1014,5,736,687.9080361059158
1015,6,6,705.2779333053827
1016,7,269,717.0511834205914
1017,1,3,280.92333233405895
1018,2,733,538.3114024981412
1019,3,832,628.171495965732
1020,4,954,669.2967601549905
1021,5,833,694.8013237444317
1022,6,869,709.2161258317047
1023,7,420,722.786996988014
1025,2,973,544.9651368728403
1026,3,1029,629.4239328046973
1027,4,957,673.4049975749386
1028,5,903,696.7601102000674
1029,6,851,714.2152934042106
1030,7,402,727.7926378041706
1031,1,2,283.09653455295745
1032,2,992,549.8568827564128
1033,3,907,634.4747072513611
1034,4,896,675.929547815767
1035,5,892,709.1945717820829
1036,6,1,719.4294769640131
1037,7,352,731.0678872059282
1038,1,3,287.6307960243105
1039,2,1040,549.9407390030384
1040,3,902,643.5084659785623
1041,4,1052,681.8208574221659
1042,5,921,708.2028242613146
1043,6,949,725.5028306211013
1044,7,369,737.4443875043975
1045,1,1,287.19910788275195
1046,2,1027,557.0181393734401
1047,3,533,643.2849723446832
1048,4,1193,686.204126563064
1049,5,24,714.4615101189685
1050,6,1010,731.8664233907122
1051,7,407,743.3796942783559
1052,1,1,286.8241359128763
1053,2,992,563.5910874632344
1054,3,568,649.54341477414
1055,4,973,690.4162300337472
1056,5,1046,723.3199384616684
1057,6,910,734.7023930006602
1058,7,391,750.3138545372374
1059,1,1,292.4672395237151
1060,2,1063,561.7564335567785
1061,3,1071,653.7595882136413
1062,4,1073,695.4236237528639
1063,5,1013,721.5562345148445
1064,6,956,739.5795014624883
1065,7,396,753.054640762844
1067,2,1098,566.0052932171891
1068,3,1167,656.2410107778118
