d,w,p,pg
934,2,828,582.0066885257895
935,3,764,589.2877195904227
936,4,677,579.4641369818651
937,5,641,577.0653574749125
938,6,552,598.7691538777907
939,7,241,587.0993977322655
940,1,1,583.0499025277386
941,2,681,605.0904819776736
942,3,667,588.2419174362007
943,4,643,651.0889585597268
944,5,887,633.018236509779
945,6,577,669.2913584655724
946,7,241,642.8176221127758
947,1,1,577.8327266072163
948,2,675,608.4710288347985
949,3,774,653.1642412043587
950,4,662,592.0716257280325
951,5,741,729.0212004008079
952,6,663,774.515070221924
953,7,241,591.8285546389992
955,2,744,651.258072655598
956,3,726,722.2470755577272
957,4,673,658.7804867014921
958,5,682,578.7791912382327
959,6,635,588.8913564327129
960,7,233,586.9629451551763
961,1,3,582.9405496082657
962,2,738,593.671129111454
963,3,726,614.1859720430036
964,4,737,599.1490394454099
965,5,691,606.1849738084319
966,6,605,636.3266983606798
967,7,221,626.9597744066018
968,1,2,591.8675166848085
969,2,725,616.7549274681584
970,3,655,607.2508951438455
971,4,699,679.6175621412794
972,5,686,673.6408411542668
973,6,837,718.4635473770268
974,7,306,691.8566682579118
975,1,1,592.2289704897228
976,2,809,621.7384895393486
977,3,684,675.8100016549598
978,4,722,629.9217481088159
979,5,687,781.1467932504297
980,6,7,617.453636424005
981,7,211,593.2478690261162
982,1,2,609.7214543043618
983,2,751,662.9225276372915
984,3,778,594.7644510708485
985,4,812,701.2972296875505
986,5,720,596.2433559091744
987,6,683,614.6805593582147
988,7,265,617.523302915735
989,1,16,618.6484247980923
990,2,802,605.3355886856259
991,3,866,639.084243424707
992,4,750,618.7162934878686
993,5,720,635.1521264818851
994,6,710,673.7305454075722
995,7,286,666.6988013320604
996,1,1,627.5753963827647
997,2,790,628.4193915366031
998,3,801,626.210620723592
999,4,774,610.309934181573
1000,5,733,714.1109817332286
1001,6,619,607.6863940818668
1002,7,304,740.7743642520608
1003,1,2,606.7720971972201
1004,2,782,635.0533167407093
1005,3,724,698.4065095805121
1006,4,734,667.6542212658519
1007,5,752,623.9279207909424
1008,6,673,678.4647246800178
1009,7,296,614.5082069811118
1011,2,726,674.5870004106887
1012,3,867,619.6627356115296
1013,4,722,743.8139903566357
1014,5,736,613.5550557379763
1015,6,6,640.3160636705069
1016,7,269,647.9623097550377
1017,1,3,627.4660705512247
1018,2,733,617.0000656749746
1019,3,832,663.9825321686677
1020,4,954,638.1658975488084
1021,5,833,663.9668139412399
1022,6,869,710.9806934708037
1023,7,420,706.3164769673111
1025,2,973,640.083872654249
1026,3,1029,645.1210926529197
1027,4,957,639.0810563778487
1028,5,903,754.428656736528
1029,6,851,656.9291390632012
1030,7,402,648.5200414786747
1031,1,2,628.5294376787383
1032,2,992,648.4155089531262
1033,3,907,720.9537635012812
1034,4,896,705.2690437253937
1035,5,892,676.1972538922089
1036,6,1,739.3221132421277
1037,7,352,635.6471929385028
1038,1,3,627.3567537495616
1039,2,1040,686.2514895315385
1040,3,902,644.5610364510245
1041,4,1052,786.3307672760855
1042,5,921,630.7142892977306
1043,6,949,665.7978679484042
1044,7,369,678.2799642575939
1045,1,1,636.2837323628438
1046,2,1027,709.3352993903305
1047,3,533,688.8808368763077
1048,4,1193,633.6486369612524
1049,5,24,692.6290347990526
1050,6,1010,646.7120727207551
1051,7,407,645.5676732086824
1052,1,1,645.2107119002734
1053,2,992,651.7483694555939
1054,3,568,663.9823095717414
1055,4,973,667.7345268748808
1056,5,1046,654.7651610224744
1057,6,910,706.0181833567667
1058,7,391,697.4606984694123
1059,1,1,643.1199448577361
1060,2,1063,661.8250648484567
1061,3,1071,743.451762094355
1062,4,1073,742.7662141697385
1063,5,1013,728.3141197537527
1064,6,956,800.0258008029671
1065,7,396,656.6648255960522
1067,2,1098,697.9159937077891
1068,3,1167,669.4593523023362
