d,w,p,pg
934,2,828,455.8656509684725
935,3,764,456.35372982389913
936,4,677,456.84180867932577
937,5,641,457.3298875347524
938,6,552,457.81796639017904
939,7,241,458.3060452456057
940,1,1,0
941,2,681,459.28220295645895
942,3,667,459.7702818118856
943,4,643,460.25836066731216
944,5,887,460.7464395227388
945,6,577,461.23451837816543
946,7,241,461.72259723359207
947,1,1,0
948,2,675,462.69875494444534
949,3,774,463.186833799872
950,4,662,463.6749126552986
951,5,741,464.16299151072525
952,6,663,464.6510703661519
953,7,241,465.13914922157846
955,2,744,466.11530693243174
956,3,726,466.6033857878584
957,4,673,467.091464643285
958,5,682,467.57954349871164
959,6,635,468.0676223541383
960,7,233,468.5557012095649
961,1,3,0
962,2,738,469.5318589204182
963,3,726,470.01993777584477
964,4,737,470.5080166312714
965,5,691,470.99609548669804
966,6,605,471.4841743421247
967,7,221,471.9722531975513
968,1,2,0
969,2,725,472.9484109084046
970,3,655,473.4364897638312
971,4,699,473.92456861925785
972,5,686,474.41264747468443
973,6,837,474.90072633011107
974,7,306,475.3888051855377
975,1,1,0
976,2,809,476.364962896391
977,3,684,476.8530417518176
978,4,722,477.34112060724425
979,5,687,477.8291994626709
980,6,7,478.3172783180975
981,7,211,478.80535717352416
982,1,2,0
983,2,751,479.7815148843774
984,3,778,480.269593739804
985,4,812,480.75767259523064
986,5,720,481.2457514506573
987,6,683,481.7338303060839
988,7,265,482.22190916151055
989,1,16,0
990,2,802,483.1980668723638
991,3,866,483.68614572779046
992,4,750,484.17422458321704
993,5,720,484.6623034386437
994,6,710,485.1503822940703
995,7,286,485.63846114949695
996,1,1,0
997,2,790,486.6146188603502
998,3,801,487.10269771577686
999,4,774,487.5907765712035
1000,5,733,488.0788554266301
1001,6,619,488.5669342820567
1002,7,304,489.05501313748334
1003,1,2,0
1004,2,782,490.0311708483366
1005,3,724,490.51924970376325
1006,4,734,491.0073285591899
1007,5,752,491.4954074146165
1008,6,673,491.98348627004316
1009,7,296,492.4715651254698
1011,2,726,493.447722836323
1012,3,867,493.93580169174965
1013,4,722,494.4238805471763
1014,5,736,494.9119594026029
1015,6,6,495.40003825802955
1016,7,269,495.8881171134562
1017,1,3,0
1018,2,733,496.86427482430946
1019,3,832,497.3523536797361
1020,4,954,497.84043253516273
1021,5,833,498.3285113905893
1022,6,869,498.81659024601595
1023,7,420,499.3046691014426
1025,2,973,500.28082681229586
1026,3,1029,500.7689056677225
1027,4,957,501.25698452314913
1028,5,903,501.74506337857576
1029,6,851,502.2331422340024
1030,7,402,502.721221089429
1031,1,2,0
1032,2,992,503.69737880028225
1033,3,907,504.1854576557089
1034,4,896,504.6735365111355
1035,5,892,505.16161536656216
1036,6,1,505.6496942219888
1037,7,352,506.13777307741543
1038,1,3,0
1039,2,1040,507.1139307882687
1040,3,902,507.6020096436953
1041,4,1052,508.0900884991219
1042,5,921,508.57816735454855
1043,6,949,509.0662462099752
1044,7,369,509.5543250654018
1045,1,1,0
1046,2,1027,510.5304827762551
1047,3,533,511.01856163168173
1048,4,1193,511.50664048710837
1049,5,24,511.994719342535
1050,6,1010,512.4827981979616
1051,7,407,512.9708770533882
1052,1,1,0
1053,2,992,513.9470347642415
1054,3,568,514.4351136196681
1055,4,973,514.9231924750948
1056,5,1046,515.4112713305213
1057,6,910,515.899350185948
1058,7,391,516.3874290413746
1059,1,1,0
1060,2,1063,517.3635867522279
1061,3,1071,517.8516656076546
1062,4,1073,518.3397444630812
1063,5,1013,518.8278233185079
1064,6,956,519.3159021739344
1065,7,396,519.803981029361
1067,2,1098,520.7801387402143
1068,3,1167,521.268217595641
