d,w,p,pg
934,2,828,512.1515465918471
935,3,764,513.1515465918471
936,4,677,514.1515465918471
937,5,641,515.1515465918471
938,6,552,516.1515465918471
939,7,241,519.0795555003784
940,1,1,0.28718386973855203
941,2,681,516.0075644089098
942,3,667,517.0075644089098
943,4,643,518.0075644089098
944,5,887,519.0075644089098
945,6,577,520.0075644089098
946,7,241,522.9355733174411
947,1,1,0.30277328534120107
948,2,675,519.8635822259726
949,3,774,520.8635822259726
950,4,662,521.8635822259726
951,5,741,522.8635822259726
952,6,663,523.8635822259726
953,7,241,526.791591134504
955,2,744,523.7196000430353
956,3,726,524.7196000430353
957,4,673,525.7196000430353
958,5,682,526.7196000430353
959,6,635,527.7196000430353
960,7,233,530.6476089515667
961,1,3,0.33395211654649914
962,2,738,527.575617860098
963,3,726,528.575617860098
964,4,737,529.575617860098
965,5,691,530.575617860098
966,6,605,531.575617860098
967,7,221,534.5036267686294
968,1,2,0.3495415321491482
969,2,725,531.4316356771607
970,3,655,532.4316356771607
971,4,699,533.4316356771607
972,5,686,534.4316356771607
973,6,837,535.4316356771607
974,7,306,538.3596445856921
975,1,1,0.3651309477517972
976,2,809,535.2876534942234
977,3,684,536.2876534942234
978,4,722,537.2876534942234
979,5,687,538.2876534942234
980,6,7,539.2876534942234
981,7,211,542.2156624027548
982,1,2,0.3807203633545715
983,2,751,539.1436713112861
984,3,778,540.1436713112861
985,4,812,541.1436713112861
986,5,720,542.1436713112861
987,6,683,543.1436713112861
988,7,265,546.0716802198175
989,1,16,0.3963097789572205
990,2,802,542.9996891283488
991,3,866,543.9996891283488
992,4,750,544.9996891283488
993,5,720,545.9996891283488
994,6,710,546.9996891283488
995,7,286,549.9276980368802
996,1,1,0.41189919455998325
997,2,790,546.8557069454116
998,3,801,547.8557069454116
999,4,774,548.8557069454116
1000,5,733,549.8557069454116
1001,6,619,550.8557069454116
1002,7,304,553.7837158539429
1003,1,2,0.4274886101626323
1004,2,782,550.7117247624743
1005,3,724,551.7117247624743
1006,4,734,552.7117247624743
1007,5,752,553.7117247624743
1008,6,673,554.7117247624743
1009,7,296,557.6397336710056
1011,2,726,554.567742579537
1012,3,867,555.567742579537
1013,4,722,556.567742579537
1014,5,736,557.567742579537
1015,6,6,558.567742579537
1016,7,269,561.4957514880683
1017,1,3,0.45866744136793036
1018,2,733,558.4237603965997
1019,3,832,559.4237603965997
1020,4,954,560.4237603965997
1021,5,833,561.4237603965997
1022,6,869,562.4237603965997
1023,7,420,565.351769305131
1025,2,973,562.2797782136624
1026,3,1029,563.2797782136624
1027,4,957,564.2797782136624
1028,5,903,565.2797782136624
1029,6,851,566.2797782136624
1030,7,402,569.2077871221937
1031,1,2,0.48984627257329105
1032,2,992,566.1357960307251
1033,3,907,567.1357960307251
1034,4,896,568.1357960307251
1035,5,892,569.1357960307251
1036,6,1,570.1357960307251
1037,7,352,573.0638049392564
1038,1,3,0.5054356881760027
1039,2,1040,569.9918138477879
1040,3,902,570.9918138477879
1041,4,1052,571.9918138477879
1042,5,921,572.9918138477879
1043,6,949,573.9918138477879
1044,7,369,576.9198227563191
1045,1,1,0.5210251037787144
1046,2,1027,573.8478316648506
1047,3,533,574.8478316648506
1048,4,1193,575.8478316648506
1049,5,24,576.8478316648506
1050,6,1010,577.8478316648506
1051,7,407,580.775840573382
1052,1,1,0.5366145193813008
1053,2,992,577.7038494819133
1054,3,568,578.7038494819133
1055,4,973,579.7038494819133
1056,5,1046,580.7038494819133
1057,6,910,581.7038494819133
1058,7,391,584.6318583904447
1059,1,1,0.5522039349840124
1060,2,1063,581.559867298976
1061,3,1071,582.559867298976
1062,4,1073,583.559867298976
1063,5,1013,584.559867298976
1064,6,956,585.559867298976
1065,7,396,588.4878762075074
1067,2,1098,585.4158851160387
1068,3,1167,586.4158851160387
