d,w,p,pg
934,2,828,79.51109932630767
935,3,764,178.90025086018377
936,4,677,318.04506300761034
937,5,641,496.9455357685873
938,6,552,715.6016691431148
939,7,241,44.04411880962665
940,1,1,19.877608405982
941,2,681,79.51109932630767
942,3,667,178.90025086018377
943,4,643,318.04506300761034
944,5,887,496.9455357685873
945,6,577,715.6016691431148
946,7,241,37.04411880962665
947,1,1,19.877608405982
948,2,675,79.51109932630767
949,3,774,178.90025086018377
950,4,662,318.04506300761034
951,5,741,496.9455357685873
952,6,663,715.6016691431148
953,7,241,30.04411880962665
955,2,744,79.51109932630767
956,3,726,178.90025086018377
957,4,673,318.04506300761034
958,5,682,496.9455357685873
959,6,635,715.6016691431148
960,7,233,23.04411880962665
961,1,3,19.877608405982
962,2,738,79.51109932630767
963,3,726,178.90025086018377
964,4,737,318.04506300761034
965,5,691,496.9455357685873
966,6,605,715.6016691431148
967,7,221,16.04411880962665
968,1,2,19.877608405982
969,2,725,79.51109932630767
970,3,655,178.90025086018377
971,4,699,318.04506300761034
972,5,686,496.9455357685873
973,6,837,715.6016691431148
974,7,306,9.044118809626651
975,1,1,19.877608405982
976,2,809,79.51109932630767
977,3,684,178.90025086018377
978,4,722,318.04506300761034
979,5,687,496.9455357685873
980,6,7,715.6016691431148
981,7,211,2.0441188096266503
982,1,2,19.877608405982
983,2,751,79.51109932630767
984,3,778,178.90025086018377
985,4,812,318.04506300761034
986,5,720,496.9455357685873
987,6,683,715.6016691431148
988,7,265,974.0134631311927
989,1,16,19.877608405982
990,2,802,79.51109932630767
991,3,866,178.90025086018377
992,4,750,318.04506300761034
993,5,720,496.9455357685873
994,6,710,715.6016691431148
995,7,286,974.0134631311927
996,1,1,19.877608405982
997,2,790,79.51109932630767
998,3,801,178.90025086018377
999,4,774,318.04506300761034
1000,5,733,496.9455357685873
1001,6,619,715.6016691431148
1002,7,304,974.0134631311927
1003,1,2,19.877608405982
1004,2,782,79.51109932630767
1005,3,724,178.90025086018377
1006,4,734,318.04506300761034
1007,5,752,496.9455357685873
1008,6,673,715.6016691431148
1009,7,296,974.0134631311927
1011,2,726,79.51109932630767
1012,3,867,178.90025086018377
1013,4,722,318.04506300761034
1014,5,736,496.9455357685873
1015,6,6,715.6016691431148
1016,7,269,974.0134631311927
1017,1,3,19.877608405982
1018,2,733,79.51109932630767
1019,3,832,178.90025086018377
1020,4,954,318.04506300761034
1021,5,833,496.9455357685873
1022,6,869,715.6016691431148
1023,7,420,974.0134631311927
1025,2,973,79.51109932630767
1026,3,1029,178.90025086018377
1027,4,957,318.04506300761034
1028,5,903,496.9455357685873
1029,6,851,715.6016691431148
1030,7,402,974.0134631311927
1031,1,2,19.877608405982
1032,2,992,79.51109932630767
1033,3,907,178.90025086018377
1034,4,896,318.04506300761034
1035,5,892,496.9455357685873
1036,6,1,715.6016691431148
1037,7,352,974.0134631311927
1038,1,3,19.877608405982
1039,2,1040,79.51109932630767
1040,3,902,178.90025086018377
1041,4,1052,318.04506300761034
1042,5,921,496.9455357685873
1043,6,949,715.6016691431148
1044,7,369,974.0134631311927
1045,1,1,19.877608405982
1046,2,1027,79.51109932630767
1047,3,533,178.90025086018377
1048,4,1193,318.04506300761034
1049,5,24,496.9455357685873
1050,6,1010,715.6016691431148
1051,7,407,974.0134631311927
1052,1,1,19.877608405982
1053,2,992,79.51109932630767
1054,3,568,178.90025086018377
1055,4,973,318.04506300761034
1056,5,1046,496.9455357685873
1057,6,910,715.6016691431148
1058,7,391,974.0134631311927
1059,1,1,19.877608405982
1060,2,1063,79.51109932630767
1061,3,1071,178.90025086018377
1062,4,1073,318.04506300761034
1063,5,1013,496.9455357685873
1064,6,956,715.6016691431148
1065,7,396,974.0134631311927
1067,2,1098,79.51109932630767
1068,3,1167,178.90025086018377
