x,F,PG
-10,77,77.22257119518972
-9.9,75.21000000000001,75.43257119518972
-9.8,73.44000000000003,73.66257119518974
-9.700000000000001,71.69000000000001,71.91257119518973
-9.600000000000001,69.96000000000002,70.18257119518974
-9.500000000000002,68.25000000000003,68.47257119518974
-9.400000000000002,66.56000000000003,66.78257119518975
-9.300000000000002,64.89000000000004,65.11257119518976
-9.200000000000003,63.24000000000005,63.46257119518977
-9.100000000000003,61.610000000000056,61.83257119518977
-9.000000000000004,60.000000000000064,60.22257119518978
-8.900000000000004,58.41000000000005,58.63257119518977
-8.800000000000004,56.84000000000006,57.062571195189776
-8.700000000000005,55.29000000000008,55.51257119518979
-8.600000000000005,53.76000000000007,53.982571195189784
-8.500000000000005,52.25000000000007,52.472571195189786
-8.400000000000006,50.76000000000009,50.982571195189806
-8.300000000000006,49.29000000000009,49.51257119518981
-8.200000000000006,47.840000000000096,48.06257119518981
-8.100000000000007,46.410000000000096,46.63257119518981
-8.000000000000007,45.0000000000001,45.222571195189815
-7.9000000000000075,43.6100000000001,43.832571195189814
-7.800000000000008,42.24000000000011,42.46257119518982
-7.700000000000008,40.890000000000114,41.112571195189815
-7.6000000000000085,39.560000000000116,39.782571195189824
-7.500000000000009,38.250000000000114,38.47257119518983
-7.400000000000009,36.96000000000012,37.18257119518983
-7.30000000000001,35.690000000000126,35.91257119518983
-7.20000000000001,34.440000000000126,34.662571195189834
-7.10000000000001,33.21000000000012,33.43257119518984
-7.000000000000011,32.00000000000013,32.222571195189836
-6.900000000000011,30.81000000000013,31.032571195189835
-6.800000000000011,29.64000000000013,29.862571195189837
-6.700000000000012,28.490000000000133,28.71257119518984
-6.600000000000012,27.360000000000134,27.582571195189843
-6.500000000000012,26.25000000000014,26.472571195189847
-6.400000000000013,25.16000000000014,25.382571195189847
-6.300000000000013,24.090000000000142,24.31257119518985
-6.2000000000000135,23.04000000000014,23.26257119518985
-6.100000000000014,22.010000000000144,22.232571195189852
-6.000000000000014,21.000000000000142,21.22257119518985
-5.900000000000015,20.010000000000144,20.232571195189852
-5.800000000000015,19.04000000000014,19.26257119518985
-5.700000000000015,18.090000000000142,18.31257119518985
-5.600000000000016,17.160000000000142,17.382571195189854
-5.500000000000016,16.250000000000146,16.472571195189854
-5.400000000000016,15.360000000000145,15.582571195189857
-5.300000000000017,14.490000000000144,14.712571195189856
-5.200000000000017,13.640000000000143,13.862571195189851
-5.100000000000017,12.810000000000144,13.032571195189856
-5.000000000000018,12.000000000000142,12.22257119518985
-4.900000000000018,11.210000000000143,11.432571195189851
-4.8000000000000185,10.44000000000014,10.662571195189848
-4.700000000000019,9.69000000000014,9.912571195189848
-4.600000000000019,8.96000000000014,9.182571195189848
-4.5000000000000195,8.250000000000139,8.472571195189847
-4.40000000000002,7.560000000000134,7.782571195189842
-4.30000000000002,6.890000000000132,7.11257119518984
-4.200000000000021,6.240000000000133,6.462571195189842
-4.100000000000021,5.610000000000131,5.832571195189839
-4.000000000000021,5.000000000000128,5.222571195189836
-3.9000000000000212,4.410000000000124,4.632571195189833
-3.800000000000021,3.840000000000119,4.062571195189825
-3.700000000000021,3.2900000000001137,3.5125711951898246
-3.600000000000021,2.760000000000108,2.9825711951898164
-3.500000000000021,2.250000000000104,2.4725711951898113
-3.400000000000021,1.7600000000000993,1.9825711951898075
-3.3000000000000207,1.290000000000096,1.5125711951898069
-3.2000000000000206,0.8400000000000905,1.0625711951898005
-3.1000000000000205,0.4100000000000863,0.6325711951897937
-3.0000000000000204,8.171241461241152e-14,0.22257119518979174
-2.9000000000000203,-0.3899999999999233,-0.16742880481021416
-2.8000000000000203,-0.759999999999927,-0.5374288048102187
-2.70000000000002,-1.109999999999931,-0.8874288048102237
-2.60000000000002,-1.4399999999999356,-1.2174288048102273
-2.50000000000002,-1.7499999999999396,-1.5274288048102296
-2.40000000000002,-2.039999999999944,-1.817428804810234
-2.30000000000002,-2.309999999999948,-2.0874288048102407
-2.2000000000000197,-2.5599999999999525,-2.3374288048102425
-2.1000000000000196,-2.7899999999999565,-2.5674288048102465
-2.0000000000000195,-2.999999999999961,-2.7774288048102527
-1.9000000000000195,-3.189999999999965,-2.9674288048102575
-1.8000000000000194,-3.3599999999999692,-3.137428804810261
-1.7000000000000193,-3.509999999999973,-3.287428804810263
-1.6000000000000192,-3.639999999999977,-3.4174288048102675
-1.500000000000019,-3.749999999999981,-3.527428804810272
-1.400000000000019,-3.8399999999999848,-3.6174288048102756
-1.300000000000019,-3.9099999999999886,-3.6874288048102786
-1.2000000000000188,-3.9599999999999924,-3.7374288048102837
-1.1000000000000187,-3.989999999999996,-3.7674288048102884
-1.0000000000000187,-4,-3.777428804810291
-0.9000000000000187,-3.9900000000000038,-3.7674288048102955
-0.8000000000000187,-3.9600000000000075,-3.737428804810298
-0.7000000000000187,-3.9100000000000112,-3.6874288048103026
-0.6000000000000187,-3.840000000000015,-3.6174288048103067
-0.5000000000000188,-3.7500000000000187,-3.5274288048103095
-0.4000000000000188,-3.6400000000000228,-3.4174288048103136
-0.3000000000000188,-3.5100000000000264,-3.2874288048103164
-0.2000000000000188,-3.36000000000003,-3.1374288048103214
-0.1000000000000188,-3.1900000000000337,-2.967428804810326
-1.8790524691780774e-14,-3.0000000000000377,-2.777428804810328
0.09999999999998122,-2.7900000000000413,-2.5674288048103326
0.19999999999998122,-2.560000000000045,-2.337428804810335
0.2999999999999812,-2.310000000000049,-2.08742880481034
0.39999999999998126,-2.0400000000000524,-1.8174288048103442
0.49999999999998124,-1.7500000000000564,-1.5274288048103468
0.5999999999999812,-1.4400000000000601,-1.2174288048103517
0.6999999999999812,-1.1100000000000638,-0.8874288048103551
0.7999999999999812,-0.7600000000000677,-0.537428804810359
0.8999999999999811,-0.3900000000000716,-0.16742880481036249
0.9999999999999811,-7.549516567451064e-14,0.22257119518963364
1.0999999999999812,0.4099999999999211,0.6325711951896302
1.1999999999999813,0.8399999999999177,1.0625711951896273
1.2999999999999814,1.2899999999999139,1.512571195189623
1.3999999999999815,1.759999999999911,1.982571195189621
1.4999999999999816,2.2499999999999076,2.4725711951896177
1.5999999999999817,2.7599999999999048,2.982571195189614
1.6999999999999817,3.2899999999999014,3.5125711951896097
1.7999999999999818,3.8399999999998986,4.062571195189607
1.899999999999982,4.409999999999895,4.632571195189604
1.999999999999982,4.999999999999892,5.222571195189602
2.099999999999982,5.6099999999998875,5.8325711951895975
2.199999999999982,6.239999999999885,6.462571195189594
2.299999999999982,6.8899999999998816,7.11257119518959
2.399999999999982,7.559999999999878,7.782571195189589
2.4999999999999822,8.249999999999876,8.472571195189584
2.5999999999999823,8.959999999999873,9.182571195189581
2.6999999999999824,9.68999999999987,9.91257119518958
2.7999999999999825,10.439999999999866,10.662571195189578
2.8999999999999826,11.209999999999864,11.432571195189574
