d,w,p,pg
934,2,828,746.3400671823048
935,3,764,747.6224840866934
936,4,677,748.4242609931804
937,5,641,749.221517469616
938,6,552,750.0436056770575
939,7,241,750.8514824726828
940,1,1,751.6469492297742
941,2,681,752.272243381382
942,3,667,753.2312105693154
943,4,643,754.0423064436366
944,5,887,754.856657965034
945,6,577,755.6843924425539
946,7,241,756.478616208432
947,1,1,757.2637152304095
948,2,675,757.3841946111936
949,3,774,758.8399387961927
950,4,662,759.6941431339915
951,5,741,760.4918004414532
952,6,663,761.3064163531958
953,7,241,762.121285902436
955,2,744,763.3163740262063
956,3,726,764.5112955540459
957,4,673,765.3121922686591
958,5,682,766.1269448552207
959,6,635,766.9472072711798
960,7,233,767.7484240248104
961,1,3,768.5278860256327
962,2,738,769.2485549964908
963,3,726,770.1200271552459
964,4,737,770.9640325623343
965,5,691,771.7620911639573
966,6,605,772.5692352431357
967,7,221,773.3910980091264
968,1,2,774.1752907566546
969,2,725,774.3605108931242
970,3,655,775.791387213873
971,4,699,776.5820852217815
972,5,686,777.3972393265102
973,6,837,778.2100301339111
974,7,306,779.018240328298
975,1,1,779.8226968679832
976,2,809,780.292694873597
977,3,684,781.4001220444196
978,4,722,782.2339289639622
979,5,687,783.0323893029105
980,6,7,783.8508269469186
981,7,211,784.6453846780871
982,1,2,785.4394699267359
983,2,751,786.2248803108937
984,3,778,787.008858437855
985,4,812,787.8519849978255
986,5,720,788.6675410543293
987,6,683,789.4728606867802
988,7,265,790.288064755532
989,1,16,791.0868787108724
990,2,802,791.3368405789023
991,3,866,792.680223186118
992,4,750,793.5038320424396
993,5,720,794.3026945430386
994,6,710,795.1136612219726
995,7,286,795.9152130373806
996,1,1,796.7036543858198
997,2,790,797.2690288378236
998,3,801,798.288962606608
999,4,774,799.1218913087874
1000,5,733,799.9378497323721
1001,6,619,800.7544635594082
1002,7,304,801.5578969636001
1003,1,2,802.3510657311256
1004,2,782,802.3809918681111
1005,3,724,803.9603303182586
1006,4,734,804.7737415178988
1007,5,752,805.573006586688
1008,6,673,806.3765027070864
1009,7,296,807.1850490132737
1011,2,726,808.3131828316177
1012,3,867,809.5690726402428
1013,4,722,810.3918038826495
1014,5,736,811.2081650713332
1015,6,6,812.0173085367427
1016,7,269,812.8277366286226
1017,1,3,813.615257714718
1018,2,733,814.2453751055397
1019,3,832,815.1778163680477
1020,4,954,816.0436571258975
1021,5,833,816.8433251526102
1022,6,869,817.639351104207
1023,7,420,818.4548922909065
1025,2,973,819.3573420678294
1026,3,1029,820.8491882979725
1027,4,957,821.6617224622839
1028,5,903,822.4784867977435
1029,6,851,823.2801602832039
1030,7,402,824.0820497039414
1031,1,2,824.8794544592611
1032,2,992,825.2895368826129
1033,3,907,826.4579347516284
1034,4,896,827.2797892391001
1035,5,892,828.1136499748485
1036,6,1,828.9209710857145
1037,7,352,829.7247425725388
1038,1,3,830.5268717582985
1039,2,1040,831.2217329292806
1040,3,902,832.1293093520137
1041,4,1052,832.9316468044476
1042,5,921,833.7488146529021
1043,6,949,834.5430185246323
1044,7,369,835.3519033809533
1045,1,1,836.1436557732221
1046,2,1027,836.3337035879063
1047,3,533,837.7380584222303
1048,4,1193,838.5497163753972
1049,5,24,839.3839808017124
1050,6,1010,840.18383247642
1051,7,407,840.9945995764001
1052,1,1,841.7910752883386
1053,2,992,842.2659020246648
1054,3,568,843.3468087615607
1055,4,973,844.2015766788595
1056,5,1046,844.9952243131105
1057,6,910,845.805883001476
1058,7,391,846.6217636449647
1059,1,1,847.4078614752069
1060,2,1063,848.1981016209285
1061,3,1071,849.0181871699722
1062,4,1073,849.8196489333926
1063,5,1013,850.6303933160508
1064,6,956,851.4466999779402
1065,7,396,852.2489292951265
1067,2,1098,853.3100757586864
1068,3,1167,854.6269399726215
