d,w,p,pg
934,2,828,615.758597429299
935,3,764,673.8353186430204
936,4,677,615.8163468737241
937,5,641,659.1006853728113
938,6,552,611.8425136740158
939,7,241,614.6401548618543
940,1,1,602.1217229835713
941,2,681,615.758597429299
942,3,667,673.8353186430204
943,4,643,615.8163468737241
944,5,887,659.1006853728113
945,6,577,611.8425136740158
946,7,241,614.6401548618543
947,1,1,602.1217229835713
948,2,675,615.758597429299
949,3,774,673.8353186430204
950,4,662,615.8163468737241
951,5,741,659.1006853728113
952,6,663,611.8425136740158
953,7,241,614.6401548618543
955,2,744,615.758597429299
956,3,726,673.8353186430204
957,4,673,615.8163468737241
958,5,682,659.1006853728113
959,6,635,611.8425136740158
960,7,233,614.6401548618543
961,1,3,602.1217229835713
962,2,738,615.758597429299
963,3,726,673.8353186430204
964,4,737,615.8163468737241
965,5,691,659.1006853728113
966,6,605,611.8425136740158
967,7,221,614.6401548618543
968,1,2,602.1217229835713
969,2,725,615.758597429299
970,3,655,673.8353186430204
971,4,699,615.8163468737241
972,5,686,659.1006853728113
973,6,837,611.8425136740158
974,7,306,614.6401548618543
975,1,1,602.1217229835713
976,2,809,615.758597429299
977,3,684,673.8353186430204
978,4,722,615.8163468737241
979,5,687,659.1006853728113
980,6,7,611.8425136740158
981,7,211,614.6401548618543
982,1,2,602.1217229835713
983,2,751,615.758597429299
984,3,778,673.8353186430204
985,4,812,615.8163468737241
986,5,720,659.1006853728113
987,6,683,611.8425136740158
988,7,265,614.6401548618543
989,1,16,602.1217229835713
990,2,802,615.758597429299
991,3,866,673.8353186430204
992,4,750,615.8163468737241
993,5,720,659.1006853728113
994,6,710,611.8425136740158
995,7,286,614.6401548618543
996,1,1,602.1217229835713
997,2,790,615.758597429299
998,3,801,673.8353186430204
999,4,774,615.8163468737241
1000,5,733,659.1006853728113
1001,6,619,611.8425136740158
1002,7,304,614.6401548618543
1003,1,2,602.1217229835713
1004,2,782,615.758597429299
1005,3,724,673.8353186430204
1006,4,734,615.8163468737241
1007,5,752,659.1006853728113
1008,6,673,611.8425136740158
1009,7,296,614.6401548618543
1011,2,726,615.758597429299
1012,3,867,673.8353186430204
1013,4,722,615.8163468737241
1014,5,736,659.1006853728113
1015,6,6,611.8425136740158
1016,7,269,614.6401548618543
1017,1,3,602.1217229835713
1018,2,733,615.758597429299
1019,3,832,673.8353186430204
1020,4,954,615.8163468737241
1021,5,833,659.1006853728113
1022,6,869,611.8425136740158
1023,7,420,614.6401548618543
1025,2,973,615.758597429299
1026,3,1029,673.8353186430204
1027,4,957,615.8163468737241
1028,5,903,659.1006853728113
1029,6,851,611.8425136740158
1030,7,402,614.6401548618543
1031,1,2,602.1217229835713
1032,2,992,615.758597429299
1033,3,907,673.8353186430204
1034,4,896,615.8163468737241
1035,5,892,659.1006853728113
1036,6,1,611.8425136740158
1037,7,352,614.6401548618543
1038,1,3,602.1217229835713
1039,2,1040,615.758597429299
1040,3,902,673.8353186430204
1041,4,1052,615.8163468737241
1042,5,921,659.1006853728113
1043,6,949,611.8425136740158
1044,7,369,614.6401548618543
1045,1,1,602.1217229835713
1046,2,1027,615.758597429299
1047,3,533,673.8353186430204
1048,4,1193,615.8163468737241
1049,5,24,659.1006853728113
1050,6,1010,611.8425136740158
1051,7,407,614.6401548618543
1052,1,1,602.1217229835713
1053,2,992,615.758597429299
1054,3,568,673.8353186430204
1055,4,973,615.8163468737241
1056,5,1046,659.1006853728113
1057,6,910,611.8425136740158
1058,7,391,614.6401548618543
1059,1,1,602.1217229835713
1060,2,1063,615.758597429299
1061,3,1071,673.8353186430204
1062,4,1073,615.8163468737241
1063,5,1013,659.1006853728113
1064,6,956,611.8425136740158
1065,7,396,614.6401548618543
1067,2,1098,615.758597429299
1068,3,1167,673.8353186430204
