d,w,p,pg
934,2,828,602.1217229835713
935,3,764,602.1217229835713
936,4,677,602.1217229835713
937,5,641,602.1217229835713
938,6,552,602.1217229835713
939,7,241,602.1217229835713
940,1,1,602.1217229835713
941,2,681,602.1217229835713
942,3,667,602.1217229835713
943,4,643,602.1217229835713
944,5,887,602.1217229835713
945,6,577,602.1217229835713
946,7,241,602.1217229835713
947,1,1,602.1217229835713
948,2,675,602.1217229835713
949,3,774,602.1217229835713
950,4,662,602.1217229835713
951,5,741,602.1217229835713
952,6,663,602.1217229835713
953,7,241,602.1217229835713
955,2,744,602.1217229835713
956,3,726,602.1217229835713
957,4,673,602.1217229835713
958,5,682,602.1217229835713
959,6,635,602.1217229835713
960,7,233,602.1217229835713
961,1,3,602.1217229835713
962,2,738,602.1217229835713
963,3,726,602.1217229835713
964,4,737,602.1217229835713
965,5,691,602.1217229835713
966,6,605,602.1217229835713
967,7,221,602.1217229835713
968,1,2,602.1217229835713
969,2,725,602.1217229835713
970,3,655,602.1217229835713
971,4,699,602.1217229835713
972,5,686,602.1217229835713
973,6,837,602.1217229835713
974,7,306,602.1217229835713
975,1,1,602.1217229835713
976,2,809,602.1217229835713
977,3,684,602.1217229835713
978,4,722,602.1217229835713
979,5,687,602.1217229835713
980,6,7,602.1217229835713
981,7,211,602.1217229835713
982,1,2,602.1217229835713
983,2,751,602.1217229835713
984,3,778,602.1217229835713
985,4,812,602.1217229835713
986,5,720,602.1217229835713
987,6,683,602.1217229835713
988,7,265,602.1217229835713
989,1,16,602.1217229835713
990,2,802,602.1217229835713
991,3,866,602.1217229835713
992,4,750,602.1217229835713
993,5,720,602.1217229835713
994,6,710,602.1217229835713
995,7,286,602.1217229835713
996,1,1,602.1217229835713
997,2,790,602.1217229835713
998,3,801,602.1217229835713
999,4,774,602.1217229835713
1000,5,733,602.1217229835713
1001,6,619,602.1217229835713
1002,7,304,602.1217229835713
1003,1,2,602.1217229835713
1004,2,782,602.1217229835713
1005,3,724,602.1217229835713
1006,4,734,602.1217229835713
1007,5,752,602.1217229835713
1008,6,673,602.1217229835713
1009,7,296,602.1217229835713
1011,2,726,602.1217229835713
1012,3,867,602.1217229835713
1013,4,722,602.1217229835713
1014,5,736,602.1217229835713
1015,6,6,602.1217229835713
1016,7,269,602.1217229835713
1017,1,3,602.1217229835713
1018,2,733,602.1217229835713
1019,3,832,602.1217229835713
1020,4,954,602.1217229835713
1021,5,833,602.1217229835713
1022,6,869,602.1217229835713
1023,7,420,602.1217229835713
1025,2,973,602.1217229835713
1026,3,1029,602.1217229835713
1027,4,957,602.1217229835713
1028,5,903,602.1217229835713
1029,6,851,602.1217229835713
1030,7,402,602.1217229835713
1031,1,2,602.1217229835713
1032,2,992,602.1217229835713
1033,3,907,602.1217229835713
1034,4,896,602.1217229835713
1035,5,892,602.1217229835713
1036,6,1,602.1217229835713
1037,7,352,602.1217229835713
1038,1,3,602.1217229835713
1039,2,1040,602.1217229835713
1040,3,902,602.1217229835713
1041,4,1052,602.1217229835713
1042,5,921,602.1217229835713
1043,6,949,602.1217229835713
1044,7,369,602.1217229835713
1045,1,1,602.1217229835713
1046,2,1027,602.1217229835713
1047,3,533,602.1217229835713
1048,4,1193,602.1217229835713
1049,5,24,602.1217229835713
1050,6,1010,602.1217229835713
1051,7,407,602.1217229835713
1052,1,1,602.1217229835713
1053,2,992,602.1217229835713
1054,3,568,602.1217229835713
1055,4,973,602.1217229835713
1056,5,1046,602.1217229835713
1057,6,910,602.1217229835713
1058,7,391,602.1217229835713
1059,1,1,602.1217229835713
1060,2,1063,602.1217229835713
1061,3,1071,602.1217229835713
1062,4,1073,602.1217229835713
1063,5,1013,602.1217229835713
1064,6,956,602.1217229835713
1065,7,396,602.1217229835713
1067,2,1098,602.1217229835713
1068,3,1167,602.1217229835713
