d,w,p,pg
934,2,828,742.8541159722923
935,3,764,744.1354599153075
936,4,677,744.9361638604212
937,5,641,745.7323473754833
938,6,552,746.5533626215514
939,7,241,747.3601664558034
940,1,1,748.1621728456214
941,2,681,748.7864020345029
942,3,667,749.7443042597099
943,4,643,750.5543351713047
944,5,887,751.3676217299759
945,6,577,752.1942912447695
946,7,241,752.9874500479212
947,1,1,753.7790392032346
948,2,675,753.8984615015662
949,3,774,755.3531486041128
950,4,662,756.2062958594593
951,5,741,757.0028960844685
952,6,663,757.8164549137587
953,7,241,758.6302673805465
955,2,744,759.8307475637766
956,3,726,761.024619773673
957,4,673,761.8244671703428
958,5,682,762.6381704389611
959,6,635,763.4573835369767
960,7,233,764.2575509726641
961,1,3,765.0434063217958
962,2,738,765.7630336259873
963,3,726,766.6334641180757
964,4,737,767.4764278584975
965,5,691,768.2734447934538
966,6,605,769.0795472059656
967,7,221,769.9003683052895
968,1,2,770.6909070827442
969,2,725,770.8750930930505
970,3,655,772.3049352876359
971,4,699,773.094599169381
972,5,686,773.9087191479463
973,6,837,774.7204758291838
974,7,306,775.5276518974073
975,1,1,776.3384078436923
976,2,809,776.8073791552611
977,3,684,777.9137796320384
978,4,722,778.7465598575358
979,5,687,779.543993502439
980,6,7,780.3614044524019
981,7,211,781.1549354895252
982,1,2,781.9552742013055
983,2,751,782.7396652174715
984,3,778,783.522623976441
985,4,812,784.3647311684196
986,5,720,785.1792678569315
987,6,683,785.9835681213906
988,7,265,786.7977528221505
989,1,16,787.6027749622538
990,2,802,787.8517246845347
991,3,866,789.1940951460015
992,4,750,790.0166918565741
993,5,720,790.814542211424
994,6,710,791.6244967446091
995,7,286,792.4250364142681
996,1,1,793.219641319867
997,2,790,793.7840107467451
998,3,801,794.8029394904039
999,4,774,795.6348631674576
1000,5,733,796.4498165659168
1001,6,619,797.2654253678272
1002,7,304,798.0678537468934
1003,1,2,798.8671420808151
1004,2,782,798.8960702138087
1005,3,724,800.4744106599641
1006,4,734,801.2868238556123
1007,5,752,802.0850909204096
1008,6,673,802.8875890368159
1009,7,296,803.6951373390111
1011,2,726,804.8283562760191
1012,3,867,806.0832550043667
1013,4,722,806.9049951664958
1014,5,736,807.7203652749021
1015,6,6,808.5285176600341
1016,7,269,809.3379546716365
1017,1,3,810.1315091993765
1018,2,733,810.7606423382297
1019,3,832,811.6920993487693
1020,4,954,812.5569558546506
1021,5,833,813.3556396293947
1022,6,869,814.150681329023
1023,7,420,814.965238263754
1025,2,973,815.8727018052929
1026,3,1029,817.3635705183294
1027,4,957,818.1751271655343
1028,5,903,818.9909139838873
1029,6,851,819.7916099522412
1030,7,402,820.5925218558721
1031,1,2,821.3958763179379
1032,2,992,821.8049878675033
1033,3,907,822.9724148627324
1034,4,896,823.7932984764177
1035,5,892,824.6261883383797
1036,6,1,825.4325385754594
1037,7,352,826.2353391884973
1038,1,3,827.043377078886
1039,2,1040,827.7372739297139
1040,3,902,828.6438860322926
1041,4,1052,829.4452591645722
1042,5,921,830.2614626928724
1043,6,949,831.0547022444483
1044,7,369,831.8626227806151
1045,1,1,832.6602434364993
1046,2,1027,832.8493333967773
1047,3,533,834.2527303766951
1048,4,1193,835.0634304754559
1049,5,24,835.8967370473649
1050,6,1010,836.6956308676664
1051,7,407,837.5054401132404
1052,1,1,838.3077441974474
1053,2,992,838.7816194589877
1054,3,568,839.8615747210977
1055,4,973,840.7153911636105
1056,5,1046,841.5080873230756
1057,6,910,842.3177945366552
1058,7,391,843.1327237053581
1059,1,1,843.9246105550608
1060,2,1063,844.7139055211983
1061,3,1071,845.5330458906578
1062,4,1073,846.3335624744941
1063,5,1013,847.1433616775682
1064,6,956,847.9587231598734
1065,7,396,848.7600072974757
1067,2,1098,849.8259649882615
1068,3,1167,851.1418902350604
