x,F,PG
-10,77,-3297.8987007011183
-9.9,75.21000000000001,-3208.742092648881
-9.8,73.44000000000003,-3121.3700334212895
-9.700000000000001,71.69000000000001,-3035.7645230183434
-9.600000000000001,69.96000000000002,-2951.9075614400426
-9.500000000000002,68.25000000000003,-2869.7811486863875
-9.400000000000002,66.56000000000003,-2789.3672847573785
-9.300000000000002,64.89000000000004,-2710.647969653015
-9.200000000000003,63.24000000000005,-2633.6052033732967
-9.100000000000003,61.610000000000056,-2558.2209859182235
-9.000000000000004,60.000000000000064,-2484.4773172877967
-8.900000000000004,58.41000000000005,-2412.356197482015
-8.800000000000004,56.84000000000006,-2341.8396265008796
-8.700000000000005,55.29000000000008,-2272.909604344389
-8.600000000000005,53.76000000000007,-2205.548131012544
-8.500000000000005,52.25000000000007,-2139.7372065053455
-8.400000000000006,50.76000000000009,-2075.458830822792
-8.300000000000006,49.29000000000009,-2012.695003964884
-8.200000000000006,47.840000000000096,-1951.427725931622
-8.100000000000007,46.410000000000096,-1891.6389967230052
-8.000000000000007,45.0000000000001,-1833.3108163390343
-7.9000000000000075,43.6100000000001,-1776.4251847797086
-7.800000000000008,42.24000000000011,-1720.964102045029
-7.700000000000008,40.890000000000114,-1666.9095681349947
-7.6000000000000085,39.560000000000116,-1614.2435830496056
-7.500000000000009,38.250000000000114,-1562.948146788863
-7.400000000000009,36.96000000000012,-1513.0052593527653
-7.30000000000001,35.690000000000126,-1464.3969207413131
-7.20000000000001,34.440000000000126,-1417.1051309545073
-7.10000000000001,33.21000000000012,-1371.1118899923463
-7.000000000000011,32.00000000000013,-1326.3991978548315
-6.900000000000011,30.81000000000013,-1282.9490545419617
-6.800000000000011,29.64000000000013,-1240.7434600537376
-6.700000000000012,28.490000000000133,-899.001414390158
-6.600000000000012,27.360000000000134,-872.4979175512252
-6.500000000000012,26.25000000000014,-846.7889695369382
-6.400000000000013,25.16000000000014,-821.8625703472967
-6.300000000000013,24.090000000000142,-797.7067199823007
-6.2000000000000135,23.04000000000014,-774.3094184419504
-6.100000000000014,22.010000000000144,-751.6586657262457
-6.000000000000014,21.000000000000142,-729.7424618351865
-5.900000000000015,20.010000000000144,-708.5488067687731
-5.800000000000015,19.04000000000014,-688.0657005270051
-5.700000000000015,18.090000000000142,-668.2811431098828
-5.600000000000016,17.160000000000142,-649.1831345174061
-5.500000000000016,16.250000000000146,-630.759674749575
-5.400000000000016,15.360000000000145,-612.9987638063897
-5.300000000000017,14.490000000000144,-447.0114016878482
-5.200000000000017,13.640000000000143,-438.808588393954
-5.100000000000017,12.810000000000144,-430.92032392470526
-5.000000000000018,12.000000000000142,-423.34060828010223
-4.900000000000018,11.210000000000143,-416.0634414601447
-4.8000000000000185,10.44000000000014,-409.0828234648329
-4.700000000000019,9.69000000000014,-402.3927542941667
-4.600000000000019,8.96000000000014,-298.6512339481448
-4.5000000000000195,8.250000000000139,-298.7352624267698
-4.40000000000002,7.560000000000134,-298.8218397300403
-4.30000000000002,6.890000000000132,-298.9109658579565
-4.200000000000021,6.240000000000133,-224.91464081051726
-4.100000000000021,5.610000000000131,-230.17586458772467
-4.000000000000021,5.000000000000128,-235.19363718957771
-3.9000000000000212,4.410000000000124,-180.65495861607542
-3.800000000000021,3.840000000000119,-189.65082886721973
-3.700000000000021,3.2900000000001137,-147.5402479430088
-3.600000000000021,2.760000000000108,-159.6382158434444
-3.500000000000021,2.250000000000104,-128.2157325685248
-3.400000000000021,1.7600000000000993,-142.6117981182516
-3.3000000000000207,1.290000000000096,-120.25741249262336
-3.2000000000000206,0.8400000000000905,-103.45157569164078
-3.1000000000000205,0.4100000000000863,-91.64228771530391
-3.0000000000000204,8.171241461241152e-14,-84.3015485636127
-2.9000000000000203,-0.3899999999999233,-80.92535823656715
-2.8000000000000203,-0.759999999999927,-81.03371673416724
-2.70000000000002,-1.109999999999931,-64.4876240564126
-2.60000000000002,-1.4399999999999356,-54.75208020330364
-2.50000000000002,-1.7499999999999396,-50.95108517484042
-2.40000000000002,-2.039999999999944,-38.43263897102259
-2.30000000000002,-2.309999999999948,-33.55474159185047
-2.2000000000000197,-2.5599999999999525,-35.17139303732412
-2.1000000000000196,-2.7899999999999565,-32.94759330744326
-2.0000000000000195,-2.999999999999961,-21.66434240220771
-1.9000000000000195,-3.189999999999965,-20.595640321617996
-1.8000000000000194,-3.3599999999999692,-16.199487065673715
-1.7000000000000193,-3.509999999999973,-12.255882634374988
-1.6000000000000192,-3.639999999999977,-11.4648270277219
-1.500000000000019,-3.749999999999981,-8.816320245714298
-1.400000000000019,-3.8399999999999848,-6.252362288352172
-1.300000000000019,-3.9099999999999886,-6.174953155635611
-1.2000000000000188,-3.9599999999999924,-3.9940928475644157
-1.1000000000000187,-3.989999999999996,-2.302781364138659
-1.0000000000000187,-4,-1.2820187053583076
-0.9000000000000187,-3.9900000000000038,-0.9228048712231242
-0.8000000000000187,-3.9600000000000075,-0.020139861733048714
-0.7000000000000187,-3.9100000000000112,0.08097632311208525
-0.6000000000000187,-3.840000000000015,0.34354368331265284
-0.5000000000000188,-3.7500000000000187,0.563562218869281
-0.4000000000000188,-3.6400000000000228,0.5850319297831182
-0.3000000000000188,-3.5100000000000264,0.5069528160571601
-0.2000000000000188,-3.36000000000003,0.3683248776999102
-0.1000000000000188,-3.1900000000000337,0.1951481147542778
-1.8790524691780774e-14,-3.0000000000000377,3.7581049383561505e-14
0.09999999999998122,-2.7900000000000413,-0.19885188558973768
0.19999999999998122,-2.560000000000045,-0.3836751224721281
0.2999999999999812,-2.310000000000049,-0.5310471840574529
0.39999999999998126,-2.0400000000000524,-0.6309680703026996
0.49999999999998124,-1.7500000000000564,-0.6864377811994141
0.5999999999999812,-1.4400000000000601,-0.7604563167445602
0.6999999999999812,-1.1100000000000638,-0.6610236769369122
0.7999999999999812,-0.7600000000000677,-0.14813986177591915
0.8999999999999811,-0.3900000000000716,-0.14880487126121666
0.9999999999999811,-7.549516567451064e-14,0.7179812946073646
1.0999999999999812,0.4099999999999211,1.2832186358301307
1.1999999999999813,0.8399999999999177,1.5739071524070298
1.2999999999999814,1.2899999999999139,1.8070468443381138
1.3999999999999815,1.759999999999911,4.6116377116234
1.4999999999999816,2.2499999999999076,5.433679754262988
1.5999999999999817,2.7599999999999048,6.711172972256838
1.6999999999999817,3.2899999999999014,10.422117365604901
1.7999999999999818,3.8399999999998986,11.592512934307347
1.899999999999982,4.409999999999895,12.958359678364207
1.999999999999982,4.999999999999892,18.33565759777525
2.099999999999982,5.6099999999998875,14.218406692540784
2.199999999999982,6.239999999999885,19.916606962660598
