d,w,p,pg
934,2,828,506.763700676721
935,3,764,585.233273304019
936,4,677,624.3704770471251
937,5,641,647.7747332365541
938,6,552,663.3125156491448
939,7,241,674.3551701892563
940,1,1,273.09760036733803
941,2,681,510.6470966102612
942,3,667,589.7001519305114
943,4,643,629.1290970200936
944,5,887,652.7083980174084
945,6,577,668.3628769685895
946,7,241,679.4888861791229
947,1,1,275.2305482220211
948,2,675,514.5304925438014
949,3,774,594.167030557004
950,4,662,633.8877169930622
951,5,741,657.6420627982627
952,6,663,673.4132382880343
953,7,241,684.6226021689894
955,2,744,518.4138884773415
956,3,726,598.6339091834964
957,4,673,638.6463369660307
958,5,682,662.575727579117
959,6,635,678.4635996074791
960,7,233,689.7563181588558
961,1,3,279.4964439313874
962,2,738,522.2972844108815
963,3,726,603.1007878099889
964,4,737,643.4049569389994
965,5,691,667.5093923599712
966,6,605,683.5139609269239
967,7,221,694.8900341487224
968,1,2,281.62939178607047
969,2,725,526.1806803444216
970,3,655,607.5676664364813
971,4,699,648.163576911968
972,5,686,672.4430571408255
973,6,837,688.5643222463686
974,7,306,700.0237501385891
975,1,1,283.76233964075357
976,2,809,530.0640762779617
977,3,684,612.0345450629737
978,4,722,652.9221968849365
979,5,687,677.3767219216799
980,6,7,693.6146835658134
981,7,211,705.1574661284557
982,1,2,285.8952874954368
983,2,751,533.9474722115018
984,3,778,616.501423689466
985,4,812,657.6808168579053
986,5,720,682.3103867025342
987,6,683,698.6650448852581
988,7,265,710.2911821183221
989,1,16,288.02823535012
990,2,802,537.8308681450419
991,3,866,620.9683023159587
992,4,750,662.4394368308739
993,5,720,687.2440514833884
994,6,710,703.715406204703
995,7,286,715.4248981081886
996,1,1,290.1611832048032
997,2,790,541.7142640785821
998,3,801,625.435180942451
999,4,774,667.1980568038424
1000,5,733,692.1777162642429
1001,6,619,708.7657675241477
1002,7,304,720.5586140980552
1003,1,2,292.29413105948623
1004,2,782,545.5976600121221
1005,3,724,629.9020595689434
1006,4,734,671.956676776811
1007,5,752,697.1113810450971
1008,6,673,713.8161288435924
1009,7,296,725.6923300879217
1011,2,726,549.4810559456623
1012,3,867,634.3689381954359
1013,4,722,676.7152967497796
1014,5,736,702.0450458259514
1015,6,6,718.8664901630373
1016,7,269,730.8260460777882
1017,1,3,296.56002676885237
1018,2,733,553.3644518792025
1019,3,832,638.8358168219283
1020,4,954,681.4739167227482
1021,5,833,706.9787106068057
1022,6,869,723.916851482482
1023,7,420,735.9597620676547
1025,2,973,557.2478478127425
1026,3,1029,643.3026954484206
1027,4,957,686.2325366957168
1028,5,903,711.9123753876601
1029,6,851,728.9672128019267
1030,7,402,741.0934780575212
1031,1,2,300.8259224782187
1032,2,992,561.1312437462826
1033,3,907,647.7695740749133
1034,4,896,690.9911566686854
1035,5,892,716.8460401685143
1036,6,1,734.0175741213716
1037,7,352,746.2271940473877
1038,1,3,302.9588703329017
1039,2,1040,565.0146396798228
1040,3,902,652.2364527014057
1041,4,1052,695.749776641654
1042,5,921,721.7797049493687
1043,6,949,739.0679354408163
1044,7,369,751.3609100372544
1045,1,1,305.091818187585
1046,2,1027,568.8980356133629
1047,3,533,656.7033313278981
1048,4,1193,700.5083966146226
1049,5,24,726.7133697302229
1050,6,1010,744.118296760261
1051,7,407,756.494626027121
1052,1,1,307.224766042268
1053,2,992,572.7814315469029
1054,3,568,661.1702099543907
1055,4,973,705.2670165875913
1056,5,1046,731.6470345110772
1057,6,910,749.1686580797059
1058,7,391,761.6283420169874
1059,1,1,309.35771389695117
1060,2,1063,576.6648274804431
1061,3,1071,665.637088580883
1062,4,1073,710.0256365605599
1063,5,1013,736.5806992919315
1064,6,956,754.2190193991506
1065,7,396,766.7620580068539
1067,2,1098,580.5482234139831
1068,3,1167,670.1039672073754
