d,w,p,pg
934,2,828,735.3305362437529
935,3,764,736.4092428683167
936,4,677,737.1855933542817
937,5,641,737.9931392313783
938,6,552,738.7925294406062
939,7,241,739.5728911000645
940,1,1,740.3420923263936
941,2,681,740.8598655628671
942,3,667,741.9385641887835
943,4,643,742.7149066761015
944,5,887,743.5224445545509
945,6,577,744.3218267651317
946,7,241,745.102180425943
947,1,1,745.8714311516629
948,2,675,746.3891965078625
949,3,774,747.4678872535051
950,4,662,748.244221860549
951,5,741,749.0517518587247
952,6,663,749.8511261890319
953,7,241,750.631471969569
955,2,744,751.9185290429119
956,3,726,752.9972120240453
957,4,673,753.7735388665803
958,5,682,754.5810611002469
959,6,635,755.380427666045
960,7,233,756.160765682073
961,1,3,756.9301131928192
962,2,738,757.447863133233
963,3,726,758.5265384630899
964,4,737,759.302857654348
965,5,691,760.110372236738
966,6,605,760.9097311512593
967,7,221,761.6900615160108
968,1,2,762.45945634514
969,2,725,762.9771987450504
970,3,655,764.055866534404
971,4,699,764.8321781851589
972,5,686,765.6396852270457
973,6,837,766.4390366010637
974,7,306,767.219359425312
975,1,1,767.9888008777676
976,2,809,768.5065358455598
977,3,684,769.5851962027954
978,4,722,770.3615004214321
979,5,687,771.1690000312004
980,6,7,771.9683439731002
981,7,211,772.7486593652303
982,1,2,773.5181467611543
983,2,751,774.0358744028932
984,3,778,775.1145274340754
985,4,812,775.890824326659
986,5,720,776.6983166103739
987,6,683,777.4976532262203
988,7,265,778.277961292297
989,1,16,779.04749396659
990,2,802,779.5652143860859
991,3,866,780.6438601950251
992,4,750,781.4201498653657
993,5,720,782.2276349268378
994,6,710,783.0269643204414
995,7,286,783.8072651642752
996,1,1,784.5768424661713
997,2,790,785.094555765044
998,3,801,786.1731944533599
999,4,774,786.9494770030772
1000,5,733,787.756954943926
1001,6,619,788.5562772169061
1002,7,304,789.3365709401168
1003,1,2,790.1061922327762
1004,2,782,790.6238985105151
1005,3,724,791.7025301776974
1006,4,734,792.478805706281
1007,5,752,793.2862766259963
1008,6,673,794.0855918778427
1009,7,296,794.8658785799198
1011,2,726,796.1532425940586
1012,3,867,797.2318673375262
1013,4,722,798.0081359423954
1014,5,736,798.8155999383962
1015,6,6,799.6149082665281
1016,7,269,800.3951880448906
1017,1,3,801.1648954623015
1018,2,733,801.6825879880172
1019,3,832,802.7612059031758
1020,4,954,803.5374676797359
1021,5,833,804.3449248474278
1022,6,869,805.1442263472509
1023,7,420,805.9244992973041
1025,2,973,807.211934665491
1026,3,1029,808.2905458457876
1027,4,957,809.0668008874859
1028,5,903,809.8742513203157
1029,6,851,810.6735460852768
1030,7,402,811.4538123004681
1031,1,2,812.2236034527776
1032,2,992,812.7412826003111
1033,3,907,813.8198871372879
1034,4,896,814.5961355356658
1035,5,892,815.4035793251754
1036,6,1,816.2028674468164
1037,7,352,816.9831270186876
1038,1,3,817.7529591731142
1039,2,1040,818.2706317670156
1040,3,902,819.3492297503602
1041,4,1052,820.125471595106
1042,5,921,820.9329088309835
1043,6,949,821.7321903989924
1044,7,369,822.5124434172316
1045,1,1,823.2823160126717
1046,2,1027,823.799982140825
1047,3,533,824.8785736584215
1048,4,1193,825.6548090374191
1049,5,24,826.4622398075485
1050,6,1010,827.2615149098092
1051,7,407,828.0417614623003
1052,1,1,828.8116739490873
1053,2,992,829.3293336976203
1054,3,568,830.4079188355965
1055,4,973,831.184147834974
1056,5,1046,831.9915722254831
1057,6,910,832.7908409481236
1058,7,391,833.5710811209944
1059,1,1,834.3410329605895
1060,2,1063,834.8586864139206
1061,3,1071,835.937265256695
1062,4,1073,836.7134879608708
1063,5,1013,837.520906056178
1064,6,956,838.3201684836168
1065,7,396,839.1004023612858
1067,2,1098,840.3880402668625
1068,3,1167,841.466612897189
