d,w,p,pg
934,2,828,746.7785962546733
935,3,764,747.6078730818568
936,4,677,748.438994401836
937,5,641,749.2311058059652
938,6,552,750.0368398644573
939,7,241,750.8503564060189
940,1,1,751.580962670565
941,2,681,752.452608436019
942,3,667,753.2653085803616
943,4,643,754.0632974154965
944,5,887,754.875279295855
945,6,577,755.6776950355749
946,7,241,756.4888393015706
947,1,1,757.2052192122255
948,2,675,758.0769057163529
949,3,774,758.8896143841226
950,4,662,759.6876035156264
951,5,741,760.4995823056086
952,6,663,761.3185533169556
953,7,241,762.1131319042255
955,2,744,763.7012061443656
956,3,726,764.5139232099408
957,4,673,765.3367571723578
958,5,682,766.1437617897786
959,6,635,766.9428546982474
960,7,233,767.7516212067565
961,1,3,768.5532868422242
962,2,738,769.3255096509421
963,3,726,770.1382349914593
964,4,737,770.9610691397974
965,5,691,771.7680707950793
966,6,605,772.5837190416293
967,7,221,773.3901135902114
968,1,2,774.1775527798927
969,2,725,774.9498161689758
970,3,655,775.7956815242596
971,4,699,776.5853839962826
972,5,686,777.4122560121452
973,6,837,778.2080264437643
974,7,306,779.0144155740537
975,1,1,779.8018222515997
976,2,809,780.6238412788208
977,3,684,781.4199988487642
978,4,722,782.2345459138421
979,5,687,783.0365707553148
980,6,7,783.8488965869527
981,7,211,784.6529139525518
982,1,2,785.4260951813648
983,2,751,786.2481532344844
984,3,778,787.0443189437373
985,4,812,787.8588662642467
986,5,720,788.6807614588439
987,6,683,789.4732097526511
988,7,265,790.2914152156461
989,1,16,791.0503714953708
990,2,802,791.8724680172212
991,3,866,792.7017730867276
992,4,750,793.5080333620532
993,5,720,794.3050816967883
994,6,710,795.1140854483394
995,7,286,795.9157259855841
996,1,1,796.674651121886
997,2,790,797.4967855671465
998,3,801,798.3260983774929
999,4,774,799.1323589758326
1000,5,733,799.9294046259026
1001,6,619,800.7384041347929
1002,7,304,801.5542328663477
1003,1,2,802.2989339911921
1004,2,782,803.1211058260561
1005,3,724,803.9504262687531
1006,4,734,804.7566871859834
1007,5,752,805.5736031574389
1008,6,673,806.3792851495203
1009,7,296,807.1927424516955
1011,2,726,808.7951424794139
1012,3,867,809.5747567061894
1013,4,722,810.405861694774
1014,5,736,811.1979312409687
1015,6,6,812.0201687195286
1016,7,269,812.8170614619834
1017,1,3,813.5475091889508
1018,2,733,814.4194676232611
1019,3,832,815.2322203097539
1020,4,954,816.0301948448234
1021,5,833,816.8421347007694
1022,6,869,817.6444952405841
1023,7,420,818.4555763186394
1025,2,973,820.0437953160109
1026,3,1029,820.8565555222974
1027,4,957,821.6545304342358
1028,5,903,822.4664677278423
1029,6,851,823.285383803909
1030,7,402,824.0940937145234
1031,1,2,824.7960965685666
1032,2,992,825.6681255055126
1033,3,907,826.4808931290657
1034,4,896,827.3037118985108
1035,5,892,828.1106759141045
1036,6,1,828.9097152961783
1037,7,352,829.7184204637475
1038,1,3,830.519921524741
1039,2,1040,831.2924581410288
1040,3,902,832.1383632799766
1041,4,1052,832.928052130344
1042,5,921,833.7350136852166
1043,6,949,834.5506086499425
1044,7,369,835.3569428124703
1045,1,1,836.1442211104794
1046,2,1027,836.966505140279
1047,3,533,837.7627053767461
1048,4,1193,838.5772379677927
1049,5,24,839.3792264069872
1050,6,1010,840.1749449138575
1051,7,407,840.9954675482588
1052,1,1,841.768523520314
1053,2,992,842.5908421803193
1054,3,568,843.3870497277234
1055,4,973,844.20158265768
1056,5,1046,845.0035687332478
1057,6,910,845.8158428660128
1058,7,391,846.6198015749238
1059,1,1,847.3928286979645
1060,2,1063,848.2151815267121
1061,3,1071,849.0113962880115
1062,4,1073,849.8259295527035
1063,5,1013,850.6477858097031
1064,6,956,851.4567430296835
1065,7,396,852.2583309702218
1067,2,1098,853.8395231338245
1068,3,1167,854.6688746095278
