d,w,p,pg
934,2,828,562.2311161545562
935,3,764,556.763533394383
936,4,677,566.6213937867728
937,5,641,564.99335401956
938,6,552,562.0132605071092
939,7,241,568.148389003804
940,1,1,562.7463407755043
941,2,681,564.798655408649
942,3,667,563.4837839417089
943,4,643,564.134834478256
944,5,887,569.4314312214118
945,6,577,563.4006349971032
946,7,241,568.1465990881934
947,1,1,566.6549772356641
948,2,675,570.5575306690973
949,3,774,571.7440205102731
950,4,662,568.6440017679283
951,5,741,569.6266676421163
952,6,663,574.089834959046
953,7,241,567.3611876795861
955,2,744,579.487596963129
956,3,726,574.1236635137695
957,4,673,578.2276003076133
958,5,682,577.5096869968962
959,6,635,582.0788787028231
960,7,233,577.4710255661803
961,1,3,579.1302321153078
962,2,738,579.3054725560461
963,3,726,581.1176948950404
964,4,737,582.4457759511168
965,5,691,581.1347145067041
966,6,605,575.0223430331016
967,7,221,586.4554774543527
968,1,2,575.5009676642286
969,2,725,582.2481495101227
970,3,655,580.8740439202203
971,4,699,580.6647108395493
972,5,686,580.2974657504304
973,6,837,589.8717009716501
974,7,306,582.0655932741398
975,1,1,585.6863146043489
976,2,809,588.3684549330611
977,3,684,584.835636718244
978,4,722,603.7478964536464
979,5,687,587.432332396448
980,6,7,589.1945135861679
981,7,211,588.4525237866977
982,1,2,585.1615372118331
983,2,751,585.3452404076708
984,3,778,594.2705049184115
985,4,812,596.155791712601
986,5,720,590.5016488720946
987,6,683,598.2338930668551
988,7,265,593.6873541948752
989,1,16,598.5358884973851
990,2,802,597.8357316444765
991,3,866,595.2747335370788
992,4,750,601.0784810234992
993,5,720,600.768002864593
994,6,710,592.1967647896421
995,7,286,598.1275340394327
996,1,1,601.1962254819161
997,2,790,601.1179422658623
998,3,801,601.50059692007
999,4,774,600.0133152718715
1000,5,733,594.7050374120223
1001,6,619,595.7526985191421
1002,7,304,600.641404895908
1003,1,2,605.4313989531994
1004,2,782,607.5849569421255
1005,3,724,600.0666145850776
1006,4,734,605.296451636821
1007,5,752,608.8875605649881
1008,6,673,608.6251584770189
1009,7,296,602.2190839449687
1011,2,726,604.9147782311761
1012,3,867,603.6441645442035
1013,4,722,605.6437698351168
1014,5,736,606.4035075841788
1015,6,6,606.3315545221143
1016,7,269,614.8302749925261
1017,1,3,606.3459501275282
1018,2,733,605.4537476686469
1019,3,832,612.7747417218658
1020,4,954,610.2694062350129
1021,5,833,611.6663899176028
1022,6,869,613.6313674249365
1023,7,420,615.1749399092786
1025,2,973,621.3866317925327
1026,3,1029,612.184170154011
1027,4,957,622.1891677038265
1028,5,903,612.5868959497114
1029,6,851,619.0972628915472
1030,7,402,624.1828386027922
1031,1,2,613.5925245044888
1032,2,992,615.9136216884119
1033,3,907,617.3916926958541
1034,4,896,615.8537915200806
1035,5,892,621.529154487163
1036,6,1,619.8742745898151
1037,7,352,620.8929090183373
1038,1,3,625.7337391044738
1039,2,1040,625.8976089157713
1040,3,902,627.5203654606913
1041,4,1052,628.2323307760942
1042,5,921,626.0070036882396
1043,6,949,630.9244631838505
1044,7,369,628.6154816113952
1045,1,1,627.1577515626423
1046,2,1027,626.8179209263358
1047,3,533,629.9988382455521
1048,4,1193,634.5181132661608
1049,5,24,626.0564316053221
1050,6,1010,627.0180577895019
1051,7,407,635.1456042330773
1052,1,1,630.1787622547063
1053,2,992,630.7736988933525
1054,3,568,637.1818748475708
1055,4,973,635.8083961218315
1056,5,1046,635.7884860140664
1057,6,910,632.7402740538773
1058,7,391,640.4721084941268
1059,1,1,634.769418974289
1060,2,1063,638.1228599402787
1061,3,1071,636.8288895629632
1062,4,1073,641.5577055183161
1063,5,1013,637.6914390407436
1064,6,956,635.3153023375195
1065,7,396,644.4978536502512
1067,2,1098,635.9841667115452
1068,3,1167,641.5529955032861
