d,w,p,pg
934,2,828,574.1279745346081
935,3,764,570.5565957475512
936,4,677,569.8046725461476
937,5,641,574.9136627160844
938,6,552,576.6062398553112
939,7,241,576.6466545181814
940,1,1,573.6711112153104
941,2,681,575.7067039371138
942,3,667,578.1220942229253
943,4,643,575.0541456214943
944,5,887,578.3171256318076
945,6,577,579.6538429480546
946,7,241,582.2476999145633
947,1,1,581.3205820631491
948,2,675,576.1590566519662
949,3,774,586.3969343855542
950,4,662,578.0495296472698
951,5,741,578.9603661852634
952,6,663,579.5842868548093
953,7,241,582.8951258899435
955,2,744,587.8333476504368
956,3,726,591.7821922209662
957,4,673,591.3524342447631
958,5,682,589.2881067249334
959,6,635,588.5588111771451
960,7,233,592.1270335907749
961,1,3,595.0912166470422
962,2,738,586.1276547280002
963,3,726,595.7822618538726
964,4,737,590.1993031101857
965,5,691,596.8497307976671
966,6,605,594.247608857947
967,7,221,597.1817155790797
968,1,2,588.8575345967936
969,2,725,595.6651199877607
970,3,655,597.8183911355228
971,4,699,599.2160128124789
972,5,686,601.8884444371374
973,6,837,595.3093332450088
974,7,306,599.1818363667974
975,1,1,594.3889821313713
976,2,809,604.1261333982695
977,3,684,598.8318832755951
978,4,722,593.493703641707
979,5,687,604.1386280017599
980,6,7,596.1587980089299
981,7,211,597.3126237225405
982,1,2,599.3954397525636
983,2,751,599.2329492697785
984,3,778,597.8311857998407
985,4,812,598.4351681581379
986,5,720,603.5314673853572
987,6,683,604.5874045780937
988,7,265,603.860082140102
989,1,16,603.8582245773722
990,2,802,605.4991553409349
991,3,866,607.700709785024
992,4,750,613.2636128812658
993,5,720,612.9818190840124
994,6,710,609.7786924201181
995,7,286,606.480447432563
996,1,1,607.7835410716996
997,2,790,610.8007288809431
998,3,801,615.7541362993735
999,4,774,613.7330865565417
1000,5,733,607.2575439616415
1001,6,619,611.739540296021
1002,7,304,617.905358703631
1003,1,2,611.1810255690716
1004,2,782,614.9959730296637
1005,3,724,610.1767835121105
1006,4,734,612.0005115035873
1007,5,752,611.141159656053
1008,6,673,622.4915804181825
1009,7,296,613.3122739574073
1011,2,726,618.1186813050988
1012,3,867,615.1316860930306
1013,4,722,619.8449148126787
1014,5,736,624.5353373733037
1015,6,6,618.4705436947302
1016,7,269,617.1799698155569
1017,1,3,628.6686038139567
1018,2,733,620.1549937033595
1019,3,832,618.4796526393015
1020,4,954,626.7117205774761
1021,5,833,623.1812972882544
1022,6,869,623.1403454643967
1023,7,420,627.9949893706574
1025,2,973,633.4255552451395
1026,3,1029,632.5067340470682
1027,4,957,630.9239680260438
1028,5,903,631.37013193893
1029,6,851,624.562099682111
1030,7,402,625.967304490263
1031,1,2,631.713464166211
1032,2,992,633.3446318125242
1033,3,907,632.7584765552858
1034,4,896,632.9378295022875
1035,5,892,636.7786336782648
1036,6,1,635.0911357368756
1037,7,352,630.896343254212
1038,1,3,632.4356937154665
1039,2,1040,632.1846780278632
1040,3,902,631.3050573804355
1041,4,1052,632.791851855233
1042,5,921,639.6026225406479
1043,6,949,642.5501690323739
1044,7,369,644.3831073464492
1045,1,1,644.9247239010468
1046,2,1027,642.187942268531
1047,3,533,640.4941718009775
1048,4,1193,642.8366216576688
1049,5,24,639.7924237766518
1050,6,1010,646.6222860584786
1051,7,407,641.8139523236233
1052,1,1,644.5628188824188
1053,2,992,638.9478497277257
1054,3,568,648.1349568839026
1055,4,973,648.7530245569974
1056,5,1046,647.1265463883483
1057,6,910,647.42330470448
1058,7,391,647.6286566429632
1059,1,1,643.6856334964758
1060,2,1063,646.7393131478569
1061,3,1071,654.2805712763214
1062,4,1073,644.2274018093842
1063,5,1013,656.5832834716315
1064,6,956,657.5297515411804
1065,7,396,650.0737716031409
1067,2,1098,653.7398734703037
1068,3,1167,658.2105967434962
