d,w,p,pg
934,2,828,442.5934332598299
935,3,764,443.0673020320567
936,4,677,443.5411708042835
937,5,641,444.01503957651033
938,6,552,444.4889083487371
939,7,241,444.9627771209639
940,1,1,0
941,2,681,445.9105146654175
942,3,667,446.3843834376443
943,4,643,446.8582522098711
944,5,887,447.3321209820979
945,6,577,447.8059897543247
946,7,241,448.2798585265515
947,1,1,0
948,2,675,449.2275960710051
949,3,774,449.7014648432319
950,4,662,450.17533361545867
951,5,741,450.6492023876855
952,6,663,451.1230711599123
953,7,241,451.5969399321391
955,2,744,452.5446774765927
956,3,726,453.01854624881946
957,4,673,453.49241502104627
958,5,682,453.9662837932731
959,6,635,454.4401525654999
960,7,233,454.9140213377267
961,1,3,0
962,2,738,455.86175888218025
963,3,726,456.33562765440706
964,4,737,456.80949642663387
965,5,691,457.2833651988607
966,6,605,457.7572339710875
967,7,221,458.2311027433143
968,1,2,0
969,2,725,459.17884028776785
970,3,655,459.65270905999466
971,4,699,460.12657783222147
972,5,686,460.6004466044483
973,6,837,461.0743153766751
974,7,306,461.54818414890184
975,1,1,0
976,2,809,462.49592169335546
977,3,684,462.96979046558226
978,4,722,463.4436592378091
979,5,687,463.9175280100359
980,6,7,464.39139678226263
981,7,211,464.86526555448944
982,1,2,0
983,2,751,465.81300309894306
984,3,778,466.28687187116986
985,4,812,466.7607406433966
986,5,720,467.2346094156234
987,6,683,467.70847818785023
988,7,265,468.18234696007704
989,1,16,0
990,2,802,469.13008450453066
991,3,866,469.6039532767574
992,4,750,470.0778220489842
993,5,720,470.551690821211
994,6,710,471.02555959343783
995,7,286,471.49942836566464
996,1,1,0
997,2,790,472.4471659101182
998,3,801,472.921034682345
999,4,774,473.3949034545718
1000,5,733,473.8687722267986
1001,6,619,474.34264099902543
1002,7,304,474.81650977125224
1003,1,2,0
1004,2,782,475.7642473157058
1005,3,724,476.2381160879326
1006,4,734,476.7119848601594
1007,5,752,477.1858536323862
1008,6,673,477.65972240461303
1009,7,296,478.1335911768398
1011,2,726,479.0813287212934
1012,3,867,479.5551974935202
1013,4,722,480.029066265747
1014,5,736,480.5029350379738
1015,6,6,480.9768038102006
1016,7,269,481.4506725824274
1017,1,3,0
1018,2,733,482.398410126881
1019,3,832,482.8722788991078
1020,4,954,483.3461476713346
1021,5,833,483.82001644356137
1022,6,869,484.2938852157882
1023,7,420,484.767753988015
1025,2,973,485.7154915324686
1026,3,1029,486.1893603046954
1027,4,957,486.66322907692216
1028,5,903,487.137097849149
1029,6,851,487.6109666213758
1030,7,402,488.0848353936026
1031,1,2,0
1032,2,992,489.0325729380562
1033,3,907,489.50644171028296
1034,4,896,489.98031048250976
1035,5,892,490.4541792547366
1036,6,1,490.9280480269634
1037,7,352,491.4019167991902
1038,1,3,0
1039,2,1040,492.34965434364375
1040,3,902,492.82352311587056
1041,4,1052,493.29739188809737
1042,5,921,493.7712606603242
1043,6,949,494.245129432551
1044,7,369,494.7189982047778
1045,1,1,0
1046,2,1027,495.66673574923135
1047,3,533,496.14060452145816
1048,4,1193,496.61447329368497
1049,5,24,497.0883420659118
1050,6,1010,497.5622108381386
1051,7,407,498.03607961036533
1052,1,1,0
1053,2,992,498.98381715481895
1054,3,568,499.45768592704576
1055,4,973,499.93155469927257
1056,5,1046,500.4054234714993
1057,6,910,500.8792922437261
1058,7,391,501.35316101595294
1059,1,1,0
1060,2,1063,502.30089856040655
1061,3,1071,502.77476733263336
1062,4,1073,503.2486361048601
1063,5,1013,503.7225048770869
1064,6,956,504.1963736493137
1065,7,396,504.67024242154054
1067,2,1098,505.61797996599415
1068,3,1167,506.0918487382209
