d,w,p,pg
934,2,828,746.680924000648
935,3,764,746.123363664942
936,4,677,745.5658033292361
937,5,641,745.0082429935301
938,6,552,744.450682657824
939,7,241,753.51886255034
940,1,1,752.9536896205341
941,2,681,752.3961212861809
942,3,667,751.8385529518276
943,4,643,751.2809846174748
944,5,887,750.7234162831215
945,6,577,750.1658479487683
946,7,241,749.6082796144154
947,1,1,758.6688964122221
948,2,675,758.1113201975952
949,3,774,757.5537439829683
950,4,662,756.9961677683411
951,5,741,756.4385915537142
952,6,663,755.8810153390874
953,7,241,755.3234391244602
955,2,744,763.8265206990635
956,3,726,763.2689367199274
957,4,673,762.7113527407913
958,5,682,762.1537687616552
959,6,635,761.5961847825193
960,7,233,761.038600803383
961,1,3,770.0993143862162
962,2,738,769.5417227558036
963,3,726,768.9841311253908
964,4,737,768.4265394949779
965,5,691,767.8689478645653
966,6,605,767.3113562341525
967,7,221,766.7537646037397
968,1,2,775.8145255049559
969,2,725,775.2569263340397
970,3,655,774.6993271631237
971,4,699,774.1417279922075
972,5,686,773.5841288212916
973,6,837,773.0265296503757
974,7,306,772.4689304794596
975,1,1,781.5297380040024
976,2,809,780.9721314009681
977,3,684,780.4145247979338
978,4,722,779.8569181948997
979,5,687,779.2993115918654
980,6,7,778.7417049888311
981,7,211,778.1840983857971
982,1,2,787.244951853808
983,2,751,786.6873379247203
984,3,778,786.1297239956326
985,4,812,785.5721100665454
986,5,720,785.0144961374576
987,6,683,784.45688220837
988,7,265,783.8992682792826
989,1,16,792.9601670256623
990,2,802,792.4025458743317
991,3,866,791.8449247230014
992,4,750,791.2873035716709
993,5,720,790.7296824203404
994,6,710,790.1720612690101
995,7,286,789.6144401176796
996,1,1,798.6753834916626
997,2,790,798.1177552197087
998,3,801,797.5601269477551
999,4,774,797.0024986758012
1000,5,733,796.4448704038474
1001,6,619,795.8872421318937
1002,7,304,795.3296138599399
1003,1,2,804.3906012246862
1004,2,782,803.8329659315988
1005,3,724,803.2753306385114
1006,4,734,802.717695345424
1007,5,752,802.1600600523367
1008,6,673,801.6024247592491
1009,7,296,801.0447894661618
1011,2,726,809.5481779815611
1012,3,867,808.9905357647591
1013,4,722,808.4328935479572
1014,5,736,807.8752513311554
1015,6,6,807.3176091143533
1016,7,269,806.7599668975514
1017,1,3,815.8210403870494
1018,2,733,815.2633913419386
1019,3,832,814.7057422968275
1020,4,954,814.1480932517167
1021,5,833,813.5904442066059
1022,6,869,813.0327951614948
1023,7,420,812.4751461163837
1025,2,973,820.9786059858311
1026,3,1029,820.420950205858
1027,4,957,819.8632944258854
1028,5,903,819.3056386459125
1029,6,851,818.7479828659395
1030,7,402,818.1903270859668
1031,1,2,827.2514843103633
1032,2,992,826.6938218870702
1033,3,907,826.1361594637774
1034,4,896,825.5784970404842
1035,5,892,825.0208346171911
1036,6,1,824.4631721938981
1037,7,352,823.9055097706051
1038,1,3,832.9667079971185
1039,2,1040,832.4090390201934
1040,3,902,831.8513700432685
1041,4,1052,831.2937010663431
1042,5,921,830.736032089418
1043,6,949,830.1783631124931
1044,7,369,829.6206941355679
1045,1,1,838.6819328030949
1046,2,1027,838.1242573604218
1047,3,533,837.5665819177486
1048,4,1193,837.0089064750753
1049,5,24,836.4512310324019
1050,6,1010,835.8935555897287
1051,7,407,835.3358801470554
1052,1,1,844.3971587059293
1053,2,992,843.8394768836359
1054,3,568,843.2817950613426
1055,4,973,842.724113239049
1056,5,1046,842.1664314167555
1057,6,910,841.608749594462
1058,7,391,841.0510677721684
1059,1,1,850.1123856838504
1060,2,1063,849.5546975663551
1061,3,1071,848.9970094488598
1062,4,1073,848.4393213313645
1063,5,1013,847.8816332138692
1064,6,956,847.3239450963739
1065,7,396,846.7662569788785
1067,2,1098,855.2699193857159
1068,3,1167,854.7122250557726
