  117                916.0000                5.0000             631.0000             563.8534 
  118                917.0000                6.0000             358.0000             456.9261 
  119                918.0000                7.0000             288.0000             329.0184 
  120                919.0000                1.0000               3.0000               1.1259 
  121                920.0000                2.0000             339.0000             722.3222 
  122                921.0000                3.0000             751.0000             702.0938 
  123                922.0000                4.0000             703.0000             649.9431 
  124                923.0000                5.0000             666.0000             568.1687 
  125                924.0000                6.0000             553.0000             460.4192 
  126                925.0000                7.0000             258.0000             331.5309 
  127                927.0000                2.0000             652.0000             727.8261 
  128                928.0000                3.0000             660.0000             707.4377 
  129                929.0000                4.0000             632.0000             654.8847 
  130                930.0000                5.0000             675.0000             572.4839 
  131                931.0000                6.0000             581.0000             463.9123 
  132                932.0000                7.0000             202.0000             334.0435 
  133                933.0000                1.0000               1.0000               1.1259 
  134                934.0000                2.0000             828.0000             733.3300 
  135                935.0000                3.0000             764.0000             712.7817 
  136                936.0000                4.0000             677.0000             659.8264 
  137                937.0000                5.0000             641.0000             576.7991 
  138                938.0000                6.0000             552.0000             467.4054 
  139                939.0000                7.0000             241.0000             336.5560 
  140                940.0000                1.0000               1.0000               1.1259 
  141                941.0000                2.0000             681.0000             738.8340 
  142                942.0000                3.0000             667.0000             718.1257 
  143                943.0000                4.0000             643.0000             664.7681 
  144                944.0000                5.0000             887.0000             581.1143 
  145                945.0000                6.0000             577.0000             470.8985 
  146                946.0000                7.0000             241.0000             339.0685 
  147                947.0000                1.0000               1.0000               1.1259 
  148                948.0000                2.0000             675.0000             744.3379 
  149                949.0000                3.0000             774.0000             723.4697 
  150                950.0000                4.0000             662.0000             669.7097 
  151                951.0000                5.0000             741.0000             585.4296 
  152                952.0000                6.0000             663.0000             474.3915 
  153                953.0000                7.0000             241.0000             341.5810 
  154                955.0000                2.0000             744.0000             749.8418 
  155                956.0000                3.0000             726.0000             728.8137 
  156                957.0000                4.0000             673.0000             674.6514 
  157                958.0000                5.0000             682.0000             589.7448 
  158                959.0000                6.0000             635.0000             477.8846 
  159                960.0000                7.0000             233.0000             344.0935 
  160                961.0000                1.0000               3.0000               1.1259 
  161                962.0000                2.0000             738.0000             755.3458 
  162                963.0000                3.0000             726.0000             734.1576 
  163                964.0000                4.0000             737.0000             679.5930 
  164                965.0000                5.0000             691.0000             594.0600 
  165                966.0000                6.0000             605.0000             481.3777 
  166                967.0000                7.0000             221.0000             346.6060 
  167                968.0000                1.0000               2.0000               1.1259 
  168                969.0000                2.0000             725.0000             760.8497 
  169                970.0000                3.0000             655.0000             739.5016 
  170                971.0000                4.0000             699.0000             684.5347 
  171                972.0000                5.0000             686.0000             598.3752 
  172                973.0000                6.0000             837.0000             484.8708 
  173                974.0000                7.0000             306.0000             349.1185 
  174                975.0000                1.0000               1.0000               1.1259 
  175                976.0000                2.0000             809.0000             766.3536 
  176                977.0000                3.0000             684.0000             744.8456 
  177                978.0000                4.0000             722.0000             689.4764 
  178                979.0000                5.0000             687.0000             602.6905 
  179                980.0000                6.0000               7.0000             488.3639 
  180                981.0000                7.0000             211.0000             351.6311 
  181                982.0000                1.0000               2.0000               1.1259 
  182                983.0000                2.0000             751.0000             771.8576 
