d,w,p,pg
934,2,828,558.2645077924951
935,3,764,549.207840180953
936,4,677,565.9344258418018
937,5,641,564.6598882701078
938,6,552,563.6229739224492
939,7,241,569.0175450035009
940,1,1,556.4140104096002
941,2,681,559.6840907709981
942,3,667,554.9719658628487
943,4,643,560.9252146587663
944,5,887,569.1401158538919
945,6,577,565.5535375175469
946,7,241,571.3740692609553
947,1,1,560.05193075697
948,2,675,566.6043382293514
949,3,774,568.7637845539607
950,4,662,564.6288565591512
951,5,741,568.8629622132188
952,6,663,574.9379795227344
953,7,241,573.1387555174256
955,2,744,579.2468362971158
956,3,726,569.6997812556403
957,4,673,577.1400766862282
958,5,682,577.1708046510238
959,6,635,582.1068218441236
960,7,233,580.2319593130798
961,1,3,575.7720015011652
962,2,738,575.5799728788007
963,3,726,578.7100466472594
964,4,737,581.3691720460696
965,5,691,580.7182144945881
966,6,605,577.4583601694015
967,7,221,586.7337900744446
968,1,2,565.9275961486858
969,2,725,577.6039492446674
970,3,655,575.104781379241
971,4,699,577.3575875296399
972,5,686,579.5363511634689
973,6,837,589.84423505398
974,7,306,586.7230479503991
975,1,1,580.8408376443068
976,2,809,585.1837566297687
977,3,684,579.2390165944445
978,4,722,582.0134843281012
979,5,687,586.8563158244084
980,6,7,590.4083651620002
981,7,211,592.041509640542
982,1,2,576.6272383863368
983,2,751,576.6339833371331
984,3,778,591.5085029541236
985,4,812,595.5018927688774
986,5,720,589.4409044811059
987,6,683,598.4078174581349
988,7,265,596.7683019404593
989,1,16,597.1981901486515
990,2,802,595.4111729565283
991,3,866,591.1316100439966
992,4,750,600.7040413595312
993,5,720,600.6069551580689
994,6,710,594.5772026102461
995,7,286,600.9033300934057
996,1,1,598.6338802562881
997,2,790,598.0817861556515
998,3,801,598.5575826900265
999,4,774,597.6514440690555
1000,5,733,593.6896404508549
1001,6,619,598.1936535144076
1002,7,304,604.4465019896535
1003,1,2,602.8914674128193
1004,2,782,606.2722758555375
1005,3,724,593.3499580360747
1006,4,734,603.3080086751324
1007,5,752,608.6659508503403
1008,6,673,609.1996323309708
1009,7,296,607.3977280758132
1011,2,726,598.2926964364616
1012,3,867,596.3101558000371
1013,4,722,600.7261293228036
1014,5,736,605.5550474187777
1015,6,6,608.3915784901653
1016,7,269,615.6798507989193
1017,1,3,597.9249182068578
1018,2,733,595.8019405880541
1019,3,832,606.9222299263329
1020,4,954,606.9209156838592
1021,5,833,610.9868445262856
1022,6,869,615.0104854606859
1023,7,420,617.4472172393109
1025,2,973,621.0039399767235
1026,3,1029,604.973045951599
1027,4,957,621.8498833506263
1028,5,903,611.6847976196253
1029,6,851,619.4292871504028
1030,7,402,624.5458870024551
1031,1,2,604.2372699271223
1032,2,992,607.9247621915057
1033,3,907,611.1737853250279
1034,4,896,611.4511827256092
1035,5,892,620.9522371407652
1036,6,1,621.6625877281916
1037,7,352,625.129048469409
1038,1,3,622.6229680849002
1039,2,1040,622.4788265796
1040,3,902,625.0669959130246
1041,4,1052,626.8999135848426
1042,5,921,625.4697913750351
1043,6,949,631.3177231001913
1044,7,369,631.0439136684495
1045,1,1,621.8612083388375
1046,2,1027,620.6750265501004
1047,3,533,626.3767572348104
1048,4,1193,634.0565140705775
1049,5,24,625.2221797677842
1050,6,1010,629.1427489591305
1051,7,407,636.3668882993624
1052,1,1,623.9216267651422
1053,2,992,624.6136858562239
1054,3,568,635.7213453239987
1055,4,973,632.9394678179673
1056,5,1046,633.5014742955187
1057,6,910,634.3853149342273
1058,7,391,641.0978876374415
1059,1,1,628.8163751893239
1060,2,1063,634.0460530529315
1061,3,1071,632.256742789859
1062,4,1073,640.5684253288649
1063,5,1013,637.0526213398111
1064,6,956,637.427628571947
1065,7,396,645.2368291850515
1067,2,1098,627.398156210729
1068,3,1167,636.8258936161989
