d,w,p,pg
934,2,828,538.4930021814423
935,3,764,539.0770000657528
936,4,677,540.8839334973225
937,5,641,542.5934953697431
938,6,552,544.2543714625915
939,7,241,545.4377295886713
940,1,1,540.7404355903607
941,2,681,542.7556286558563
942,3,667,543.2562767022625
943,4,643,545.0045239086774
944,5,887,546.6788740460067
945,6,577,547.7916285406134
946,7,241,549.4828662819707
947,1,1,545.0030620647738
948,2,675,545.5963926382417
949,3,774,547.4355533387723
950,4,662,549.1251143200332
951,5,741,550.1346761924549
952,6,663,551.8535327268135
953,7,241,553.52800297527
955,2,744,549.8590191126539
956,3,726,551.614829975282
957,4,673,552.4587340691212
958,5,682,554.2200548687176
959,6,635,555.9154369130144
960,7,233,557.5731396685703
961,1,3,552.1064525215722
962,2,738,554.121645587067
963,3,726,555.7941066117926
964,4,737,556.5793244804761
965,5,691,558.3054335449795
966,6,605,559.9773410992163
967,7,221,561.1685788405737
968,1,2,556.3690789959844
969,2,725,558.3842720614809
970,3,655,558.924089031945
971,4,699,560.699914891831
972,5,686,562.3908122212422
973,6,837,563.5145981772382
974,7,306,565.213715533873
975,1,1,560.6317054703975
976,2,809,561.2250360438663
977,3,684,563.1033656684556
978,4,722,564.8205053031868
979,5,687,565.8466143676912
980,6,7,567.5765023634403
981,7,211,569.2588522271735
982,1,2,564.8943319448126
983,2,751,565.4876625182806
984,3,778,567.2826423049673
985,4,812,568.9410957145446
986,5,720,569.931993043956
987,6,683,571.6384065496413
988,7,265,573.3039889204738
989,1,16,567.735095927198
990,2,802,569.7502889926936
991,3,866,571.461918941478
992,4,750,572.2747154636318
993,5,720,574.0173717202179
994,6,710,575.7003107358414
995,7,286,576.8994280924771
996,1,1,571.9977224016111
997,2,790,574.0129154671058
998,3,801,574.5919013616303
999,4,774,576.3953058749867
1000,5,733,578.1027503964806
1001,6,619,579.7622149220433
1002,7,304,580.9445647857765
1003,1,2,576.2603488760233
1004,2,782,578.2755419415198
1005,3,724,578.77117799814
1006,4,734,580.5158962863425
1007,5,752,582.1881290727442
1008,6,673,583.2994720000652
1009,7,296,584.9897014790758
1011,2,726,581.1163059239052
1012,3,867,582.9504546346498
1013,4,722,584.6364866976983
1014,5,736,585.6439312191924
1015,6,6,587.3613761862662
1016,7,269,589.0348381723752
1017,1,3,583.3637393328227
1018,2,733,585.3789323983174
1019,3,832,587.1297312711595
1020,4,954,587.9701064467854
1021,5,833,589.7293098954542
1022,6,869,591.4232803724642
1023,7,420,593.0799748656734
1025,2,973,589.6415588727305
1026,3,1029,591.309007907671
1027,4,957,592.0906968581412
1028,5,903,593.8146885717169
1029,6,851,595.4851845586682
1030,7,402,596.6754140376788
1031,1,2,591.8889922816479
1032,2,992,593.9041853471435
1033,3,907,594.4389903278234
1034,4,896,596.2112872694961
1035,5,892,597.9000672479797
1036,6,1,599.02244163669
1037,7,352,600.7205507309782
1038,1,3,596.1516187560601
1039,2,1040,596.7449493295289
1040,3,902,598.6182669643331
1041,4,1052,600.331877680851
1042,5,921,601.3558693944287
1043,6,949,603.0843458228901
1044,7,369,604.7656874242796
1045,1,1,600.4142452304761
1046,2,1027,601.0075758039441
1047,3,533,602.7975436008448
1048,4,1193,604.4524680922098
1049,5,24,605.4412480706926
1050,6,1010,607.1462500090931
1051,7,407,608.8108241175798
1052,1,1,603.2550092128615
1053,2,992,605.2702022783562
1054,3,568,606.9768202373555
1055,4,973,607.7860878412969
1056,5,1046,609.5266267469553
1057,6,910,611.2081541952941
1058,7,391,612.4062632895832
1059,1,1,607.5176356872746
1060,2,1063,609.5328287527693
1061,3,1071,610.1068026575078
1062,4,1073,611.9066782526518
1063,5,1013,613.6120054232181
1064,6,956,614.7454112733169
1065,7,396,616.4513999828825
1067,2,1098,613.7954552271824
1068,3,1167,614.2860792940185
