d,w,p,pg
934,2,828,558.2645077924951
935,3,764,548.1158526163955
936,4,677,565.227721591383
937,5,641,561.8629469494256
938,6,552,555.9869112107785
939,7,241,565.8611853976637
940,1,1,556.4140104096002
941,2,681,559.6840907709981
942,3,667,553.9714834450382
943,4,643,557.5538623299343
944,5,887,566.5194038147009
945,6,577,554.9987183928982
946,7,241,563.2008268461647
947,1,1,560.05193075697
948,2,675,566.6043382293514
949,3,774,568.3268668363872
950,4,662,561.1116913560287
951,5,741,563.3385227351913
952,6,663,571.0171918215491
953,7,241,558.3449599129752
955,2,744,579.2468362971158
956,3,726,569.0704557416768
957,4,673,576.0233183134796
958,5,682,574.300612670461
959,6,635,581.980581503377
960,7,233,573.2559631950962
961,1,3,575.7720015011652
962,2,738,575.5799728788007
963,3,726,578.3631117251285
964,4,737,580.2585056589181
965,5,691,577.4203378521169
966,6,605,565.9817691845235
967,7,221,585.9731831002085
968,1,2,565.9275961486858
969,2,725,577.6039492446674
970,3,655,574.2983946219068
971,4,699,573.8706797697847
972,5,686,572.7490305036325
973,6,837,588.8482665455947
974,7,306,574.5311090872121
975,1,1,580.8408376443068
976,2,809,585.1837566297687
977,3,684,578.4282907182409
978,4,722,578.6560537138255
979,5,687,582.083682637678
980,6,7,584.7424299471209
981,7,211,582.8584513317903
982,1,2,576.6272383863368
983,2,751,576.6339833371331
984,3,778,591.1718223577136
985,4,812,594.8273671413169
986,5,720,583.6172484374454
987,6,683,597.6009221373288
988,7,265,588.9909110300827
989,1,16,597.1981901486515
990,2,802,595.4111729565283
991,3,866,590.5253182862436
992,4,750,600.3169104742817
993,5,720,599.2879633062189
994,6,710,583.4680922291681
995,7,286,592.9281367330304
996,1,1,598.6338802562881
997,2,790,598.0817861556515
998,3,801,598.1405186046969
999,4,774,595.1653081951065
1000,5,733,585.1680375616837
1001,6,619,586.3263851259619
1002,7,304,594.6697868092507
1003,1,2,602.8914674128193
1004,2,782,606.2722758555375
1005,3,724,592.3792168143752
1006,4,734,601.240635973862
1007,5,752,607.1157947838036
1008,6,673,606.0445233022201
1009,7,296,594.2155291087123
1011,2,726,598.2926964364616
1012,3,867,595.2660371638503
1013,4,722,596.6958328679469
1014,5,736,599.2665714679714
1015,6,6,598.807923533769
1016,7,269,613.5369677384687
1017,1,3,597.9249182068578
1018,2,733,595.8019405880541
1019,3,832,606.2546939604226
1020,4,954,603.4649786134225
1021,5,833,605.4906413922354
1022,6,869,608.5165754943492
1023,7,420,608.6910132732448
1025,2,973,621.0039399767235
1026,3,1029,603.9434416777264
1027,4,957,621.4933068114439
1028,5,903,603.9161488780304
1029,6,851,613.2054958296198
1030,7,402,623.6222639087817
1031,1,2,604.2372699271223
1032,2,992,607.9247621915057
1033,3,907,610.2613599337243
1034,4,896,606.871883630267
1035,5,892,616.4590768572515
1036,6,1,612.9080052389222
1037,7,352,614.3833318613249
1038,1,3,622.6229680849002
1039,2,1040,622.4788265796
1040,3,902,624.7240966281294
1041,4,1052,625.5702350042127
1042,5,921,621.1770159390851
1043,6,949,629.5440710035081
1044,7,369,624.9230903955993
1045,1,1,621.8612083388375
1046,2,1027,620.6750265501004
1047,3,533,625.863428154601
1048,4,1193,633.5792486748004
1049,5,24,618.0447928624826
1050,6,1010,619.1887182165661
1051,7,407,633.267146411491
1052,1,1,623.9216267651422
1053,2,992,624.6136858562239
1054,3,568,635.510065515
1055,4,973,630.9227517948885
1056,5,1046,628.9598432977001
1057,6,910,625.757123153901
1058,7,391,639.4151856610188
1059,1,1,628.8163751893239
1060,2,1063,634.0460530529315
1061,3,1071,631.5942818811556
1062,4,1073,639.5406776574434
1063,5,1013,632.0857158538112
1064,6,956,627.3054610658082
1065,7,396,643.3669021565065
1067,2,1098,627.398156210729
1068,3,1167,636.1846675559252
