d,w,p,pg
934,2,828,467
935,3,764,623.3333333333333
936,4,677,702
937,5,641,749.6
938,6,552,781.6666666666666
939,7,241,804.8571428571429
940,1,1,0
941,2,681,470.5
942,3,667,628
943,4,643,707.25
944,5,887,755.2
945,6,577,787.5
946,7,241,810.8571428571429
947,1,1,0
948,2,675,474
949,3,774,632.6666666666667
950,4,662,712.5
951,5,741,760.8
952,6,663,793.3333333333334
953,7,241,816.8571428571429
955,2,744,477.5
956,3,726,637.3333333333333
957,4,673,717.75
958,5,682,766.4
959,6,635,799.1666666666666
960,7,233,822.8571428571429
961,1,3,0
962,2,738,481
963,3,726,642
964,4,737,723
965,5,691,772
966,6,605,805
967,7,221,828.8571428571429
968,1,2,0
969,2,725,484.5
970,3,655,646.6666666666667
971,4,699,728.25
972,5,686,777.6
973,6,837,810.8333333333334
974,7,306,834.8571428571429
975,1,1,0
976,2,809,488
977,3,684,651.3333333333333
978,4,722,733.5
979,5,687,783.2
980,6,7,816.6666666666666
981,7,211,840.8571428571429
982,1,2,0
983,2,751,491.5
984,3,778,656
985,4,812,738.75
986,5,720,788.8
987,6,683,822.5
988,7,265,846.8571428571429
989,1,16,0
990,2,802,495
991,3,866,660.6666666666667
992,4,750,744
993,5,720,794.4
994,6,710,828.3333333333334
995,7,286,852.8571428571429
996,1,1,0
997,2,790,498.5
998,3,801,665.3333333333333
999,4,774,749.25
1000,5,733,800
1001,6,619,834.1666666666666
1002,7,304,858.8571428571429
1003,1,2,0
1004,2,782,502
1005,3,724,670
1006,4,734,754.5
1007,5,752,805.6
1008,6,673,840
1009,7,296,864.8571428571429
1011,2,726,505.5
1012,3,867,674.6666666666667
1013,4,722,759.75
1014,5,736,811.2
1015,6,6,845.8333333333334
1016,7,269,870.8571428571429
1017,1,3,0
1018,2,733,509
1019,3,832,679.3333333333333
1020,4,954,765
1021,5,833,816.8
1022,6,869,851.6666666666666
1023,7,420,876.8571428571429
1025,2,973,512.5
1026,3,1029,684
1027,4,957,770.25
1028,5,903,822.4
1029,6,851,857.5
1030,7,402,882.8571428571429
1031,1,2,0
1032,2,992,516
1033,3,907,688.6666666666667
1034,4,896,775.5
1035,5,892,828
1036,6,1,863.3333333333334
1037,7,352,888.8571428571429
1038,1,3,0
1039,2,1040,519.5
1040,3,902,693.3333333333333
1041,4,1052,780.75
1042,5,921,833.6
1043,6,949,869.1666666666666
1044,7,369,894.8571428571429
1045,1,1,0
1046,2,1027,523
1047,3,533,698
1048,4,1193,786
1049,5,24,839.2
1050,6,1010,875
1051,7,407,900.8571428571429
1052,1,1,0
1053,2,992,526.5
1054,3,568,702.6666666666667
1055,4,973,791.25
1056,5,1046,844.8
1057,6,910,880.8333333333334
1058,7,391,906.8571428571429
1059,1,1,0
1060,2,1063,530
1061,3,1071,707.3333333333333
1062,4,1073,796.5
1063,5,1013,850.4
1064,6,956,886.6666666666666
1065,7,396,912.8571428571429
1067,2,1098,533.5
1068,3,1167,712
