d,w,p,pg
934,2,828,579.4223620201831
935,3,764,580.0580873533364
936,4,677,580.69381268649
937,5,641,581.3295380196435
938,6,552,581.9652633527967
939,7,241,582.6009886859501
940,1,1,583.2367140191036
941,2,681,583.8724393522571
942,3,667,584.5081646854104
943,4,643,585.143890018564
944,5,887,585.7796153517173
945,6,577,586.4153406848707
946,7,241,587.0510660180241
947,1,1,587.6867913511776
948,2,675,588.3225166843312
949,3,774,588.9582420174844
950,4,662,589.5939673506379
951,5,741,590.2296926837914
952,6,663,590.8654180169448
953,7,241,591.5011433500981
955,2,744,592.772594016405
956,3,726,593.4083193495584
957,4,673,594.0440446827117
958,5,682,594.6797700158653
959,6,635,595.3154953490188
960,7,233,595.9512206821721
961,1,3,596.5869460153256
962,2,738,597.222671348479
963,3,726,597.8583966816325
964,4,737,598.4941220147858
965,5,691,599.1298473479393
966,6,605,599.7655726810929
967,7,221,600.4012980142461
968,1,2,601.0370233473996
969,2,725,601.6727486805529
970,3,655,602.3084740137065
971,4,699,602.9441993468598
972,5,686,603.5799246800132
973,6,837,604.2156500131667
974,7,306,604.8513753463201
975,1,1,605.4871006794734
976,2,809,606.122826012627
977,3,684,606.7585513457805
978,4,722,607.3942766789337
979,5,687,608.0300020120873
980,6,7,608.6657273452406
981,7,211,609.3014526783942
982,1,2,609.9371780115475
983,2,751,610.572903344701
984,3,778,611.2086286778543
985,4,812,611.8443540110079
986,5,720,612.4800793441611
987,6,683,613.1158046773146
988,7,265,613.7515300104682
989,1,16,614.3872553436215
990,2,802,615.0229806767749
991,3,866,615.6587060099284
992,4,750,616.2944313430818
993,5,720,616.9301566762351
994,6,710,617.5658820093886
995,7,286,618.201607342542
996,1,1,618.8373326756956
997,2,790,619.473058008849
998,3,801,620.1087833420023
999,4,774,620.7445086751558
1000,5,733,621.3802340083093
1001,6,619,622.0159593414626
1002,7,304,622.651684674616
1003,1,2,623.2874100077695
1004,2,782,623.9231353409228
1005,3,724,624.5588606740763
1006,4,734,625.1945860072298
1007,5,752,625.8303113403832
1008,6,673,626.4660366735366
1009,7,296,627.10176200669
1011,2,726,628.3732126729969
1012,3,867,629.0089380061503
1013,4,722,629.6446633393037
1014,5,736,630.2803886724571
1015,6,6,630.9161140056106
1016,7,269,631.551839338764
1017,1,3,632.1875646719174
1018,2,733,632.8232900050709
1019,3,832,633.4590153382243
1020,4,954,634.0947406713776
1021,5,833,634.7304660045312
1022,6,869,635.3661913376845
1023,7,420,636.0019166708379
1025,2,973,637.2733673371449
1026,3,1029,637.9090926702982
1027,4,957,638.5448180034517
1028,5,903,639.1805433366051
1029,6,851,639.8162686697585
1030,7,402,640.451994002912
1031,1,2,641.0877193360654
1032,2,992,641.7234446692188
1033,3,907,642.3591700023724
1034,4,896,642.9948953355256
1035,5,892,643.6306206686791
1036,6,1,644.2663460018326
1037,7,352,644.9020713349859
1038,1,3,645.5377966681393
1039,2,1040,646.1735220012929
1040,3,902,646.8092473344462
1041,4,1052,647.4449726675996
1042,5,921,648.080698000753
1043,6,949,648.7164233339065
1044,7,369,649.35214866706
1045,1,1,649.9878740002134
1046,2,1027,650.6235993333668
1047,3,533,651.2593246665202
1048,4,1193,651.8950499996736
1049,5,24,652.530775332827
1050,6,1010,653.1665006659805
1051,7,407,653.802225999134
1052,1,1,654.4379513322873
1053,2,992,655.0736766654408
1054,3,568,655.7094019985942
1055,4,973,656.3451273317477
1056,5,1046,656.980852664901
1057,6,910,657.6165779980545
1058,7,391,658.2523033312079
1059,1,1,658.8880286643612
1060,2,1063,659.5237539975147
1061,3,1071,660.1594793306682
1062,4,1073,660.7952046638216
1063,5,1013,661.430929996975
1064,6,956,662.0666553301285
1065,7,396,662.7023806632819
1067,2,1098,663.9738313295887
1068,3,1167,664.6095566627421
